Unnamed: 0,id,isResult,datetime,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,forecast_w,forecast_d,forecast_l
227,4383,True,2017-05-17 17:30:00,183,Spartak Moscow,SPA,188,FK Akhmat,AKH,3,0,0.941401,0.61298,0.4389,0.3532,0.2079
228,4384,True,2017-05-17 17:30:00,186,Rubin Kazan,RUB,185,CSKA Moscow,CSK,0,2,0.339136,2.22703,0.028999999999999998,0.126,0.845
229,4385,True,2017-05-17 17:30:00,193,Anzhi Makhachkala,ANZ,187,FC Rostov,ROS,1,2,0.558171,1.3659299999999999,0.1219,0.2746,0.6035
230,4388,True,2017-05-17 17:30:00,200,Arsenal Tula,ARS,195,Amkar,AMK,0,0,0.42760600000000004,0.554153,0.2195,0.4456,0.3349
231,4389,True,2017-05-17 17:30:00,189,Zenit St. Petersburg,ZEN,196,FC Krasnodar,KRA,1,0,1.57059,0.47088800000000003,0.6695,0.2316,0.0989
232,4391,True,2017-05-21 13:00:00,201,Tom Tomsk,TOM,196,FC Krasnodar,KRA,1,5,0.909306,3.5460300000000005,0.0167,0.0658,0.9175
233,4392,True,2017-05-21 13:00:00,184,FC Ufa,UFA,198,Ural,URA,1,0,1.2100799999999998,0.333863,0.6607,0.2602,0.0791
234,4393,True,2017-05-21 13:00:00,200,Arsenal Tula,ARS,183,Spartak Moscow,SPA,3,0,2.6545400000000003,0.351353,0.9409,0.0502,0.0089
235,4394,True,2017-05-21 13:00:00,195,Amkar,AMK,186,Rubin Kazan,RUB,1,2,1.125,1.37809,0.2691,0.3134,0.4175
236,4395,True,2017-05-21 13:00:00,185,CSKA Moscow,CSK,193,Anzhi Makhachkala,ANZ,4,0,1.8266900000000001,0.117066,0.8419,0.1416,0.0165
237,4396,True,2017-05-21 13:00:00,199,FC Orenburg,ORE,187,FC Rostov,ROS,2,0,0.9576370000000001,0.534305,0.4969,0.3456,0.1575
238,4397,True,2017-05-21 13:00:00,194,Krylya Sovetov Samara,KSS,188,FK Akhmat,AKH,1,3,1.8965299999999998,0.920999,0.6452,0.2216,0.1332
239,4398,True,2017-05-21 13:00:00,192,Lokomotiv Moscow,LOK,189,Zenit St. Petersburg,ZEN,0,2,0.538273,1.01892,0.16699999999999998,0.3388,0.4942
0,6465,True,2017-07-15 13:00:00,198,Ural,URA,187,FC Rostov,ROS,1,1,0.9968040000000001,0.49027299999999996,0.5316,0.3468,0.1216
1,6466,True,2017-07-15 15:30:00,217,Tosno,TOS,184,FC Ufa,UFA,0,1,0.893547,0.722418,0.3618,0.3702,0.268
2,6467,True,2017-07-15 18:00:00,193,Anzhi Makhachkala,ANZ,185,CSKA Moscow,CSK,1,3,0.977467,1.9018400000000002,0.1403,0.2299,0.6298
3,6468,True,2017-07-16 09:00:00,218,SKA-Khabarovsk,SKA,189,Zenit St. Petersburg,ZEN,0,2,0.687438,1.38915,0.1446,0.2767,0.5787
4,6469,True,2017-07-16 15:30:00,186,Rubin Kazan,RUB,196,FC Krasnodar,KRA,1,2,0.617985,1.32449,0.1551,0.2786,0.5663
5,6470,True,2017-07-16 19:30:00,188,FK Akhmat,AKH,195,Amkar,AMK,1,0,1.44262,0.15904000000000001,0.8912,0.1024,0.0064
6,6472,True,2017-07-18 17:30:00,192,Lokomotiv Moscow,LOK,200,Arsenal Tula,ARS,1,0,0.795425,1.43059,0.1864,0.2761,0.5375
7,6708,True,2017-07-18 17:30:00,190,Dinamo Moscow,DIN,183,Spartak Moscow,SPA,2,2,1.9049599999999998,1.5808200000000001,0.449,0.2721,0.2789
8,6473,True,2017-07-21 17:30:00,193,Anzhi Makhachkala,ANZ,195,Amkar,AMK,1,0,1.4278600000000001,0.42144499999999996,0.6618,0.2485,0.0897
9,6474,True,2017-07-21 17:30:00,185,CSKA Moscow,CSK,192,Lokomotiv Moscow,LOK,1,3,1.13727,1.81275,0.1765,0.2459,0.5776
10,6475,True,2017-07-22 15:30:00,189,Zenit St. Petersburg,ZEN,186,Rubin Kazan,RUB,2,1,1.21907,0.582228,0.5752,0.2918,0.133
11,6476,True,2017-07-22 18:00:00,196,FC Krasnodar,KRA,217,Tosno,TOS,2,0,1.3426799999999999,0.365131,0.6332,0.2691,0.0977
12,6477,True,2017-07-23 13:00:00,184,FC Ufa,UFA,183,Spartak Moscow,SPA,0,0,0.6743560000000001,1.45904,0.1559,0.2748,0.5693
13,6478,True,2017-07-23 15:30:00,190,Dinamo Moscow,DIN,198,Ural,URA,0,1,0.568819,0.758768,0.2328,0.3876,0.3796
14,6479,True,2017-07-23 18:00:00,187,FC Rostov,ROS,188,FK Akhmat,AKH,0,1,0.62607,0.341481,0.3709,0.4651,0.16399999999999998
15,6484,True,2017-07-24 17:30:00,200,Arsenal Tula,ARS,218,SKA-Khabarovsk,SKA,1,0,1.3324799999999999,0.240787,0.7147,0.2352,0.0501
16,6485,True,2017-07-29 13:00:00,185,CSKA Moscow,CSK,218,SKA-Khabarovsk,SKA,2,0,3.01512,0.119905,0.9692,0.0288,0.002
17,6486,True,2017-07-29 13:00:00,198,Ural,URA,184,FC Ufa,UFA,1,1,1.22864,1.6406599999999998,0.2492,0.2647,0.4861
18,6487,True,2017-07-29 15:30:00,186,Rubin Kazan,RUB,200,Arsenal Tula,ARS,2,1,1.70019,0.816105,0.6249,0.2596,0.1155
19,6488,True,2017-07-29 18:00:00,188,FK Akhmat,AKH,190,Dinamo Moscow,DIN,2,0,1.3794899999999999,0.762292,0.5557,0.2885,0.1558
20,6489,True,2017-07-30 13:00:00,195,Amkar,AMK,187,FC Rostov,ROS,0,1,0.228147,1.03484,0.07400000000000001,0.3363,0.5897
21,6490,True,2017-07-30 15:30:00,192,Lokomotiv Moscow,LOK,193,Anzhi Makhachkala,ANZ,1,0,2.14578,0.47489799999999993,0.8154,0.1377,0.0469
22,6491,True,2017-07-30 18:00:00,217,Tosno,TOS,189,Zenit St. Petersburg,ZEN,0,1,0.466301,1.29915,0.1128,0.2774,0.6098
23,6492,True,2017-07-31 17:30:00,183,Spartak Moscow,SPA,196,FC Krasnodar,KRA,2,0,2.34331,0.9985959999999999,0.7123,0.1857,0.102
24,6493,True,2017-08-04 18:00:00,193,Anzhi Makhachkala,ANZ,187,FC Rostov,ROS,0,1,0.651772,1.1303,0.188,0.3139,0.4981
25,6494,True,2017-08-05 13:00:00,184,FC Ufa,UFA,188,FK Akhmat,AKH,3,2,0.499663,0.916858,0.1711,0.3659,0.46299999999999997
26,6495,True,2017-08-05 15:30:00,190,Dinamo Moscow,DIN,195,Amkar,AMK,3,0,0.627498,0.6312979999999999,0.3001,0.4096,0.2903
27,6496,True,2017-08-05 18:00:00,192,Lokomotiv Moscow,LOK,218,SKA-Khabarovsk,SKA,1,0,2.22768,0.195413,0.8802,0.1026,0.0172
28,6497,True,2017-08-06 13:00:00,200,Arsenal Tula,ARS,217,Tosno,TOS,1,2,1.2689,1.42324,0.2978,0.3219,0.3803
29,6498,True,2017-08-06 15:30:00,185,CSKA Moscow,CSK,186,Rubin Kazan,RUB,1,2,1.01213,1.30047,0.2602,0.2971,0.4427
30,6499,True,2017-08-06 18:00:00,189,Zenit St. Petersburg,ZEN,183,Spartak Moscow,SPA,5,1,1.8839700000000001,1.4037,0.4902,0.2743,0.2355
31,6500,True,2017-08-06 18:00:00,196,FC Krasnodar,KRA,198,Ural,URA,1,1,1.56365,0.6759310000000001,0.6312,0.2513,0.1175
32,6501,True,2017-08-08 09:00:00,218,SKA-Khabarovsk,SKA,193,Anzhi Makhachkala,ANZ,2,0,1.02721,1.3305799999999999,0.2591,0.3264,0.4145
33,6502,True,2017-08-08 15:30:00,195,Amkar,AMK,184,FC Ufa,UFA,0,0,1.64976,0.16478800000000002,0.8497,0.1336,0.0167
34,6503,True,2017-08-09 15:30:00,198,Ural,URA,189,Zenit St. Petersburg,ZEN,1,1,0.853844,1.7177200000000001,0.165,0.2408,0.5942
35,6504,True,2017-08-09 17:30:00,183,Spartak Moscow,SPA,200,Arsenal Tula,ARS,2,0,2.19247,0.230477,0.8665,0.1117,0.0218
36,6505,True,2017-08-09 18:00:00,187,FC Rostov,ROS,190,Dinamo Moscow,DIN,1,0,1.5477299999999998,0.464208,0.7075,0.2158,0.0767
37,6506,True,2017-08-09 18:00:00,186,Rubin Kazan,RUB,192,Lokomotiv Moscow,LOK,1,1,1.1651200000000002,0.669892,0.5125,0.3406,0.1469
38,6507,True,2017-08-09 18:00:00,217,Tosno,TOS,185,CSKA Moscow,CSK,1,2,0.426888,2.9220900000000003,0.0143,0.0532,0.9325
39,6508,True,2017-08-10 18:00:00,188,FK Akhmat,AKH,196,FC Krasnodar,KRA,2,3,0.8573540000000001,1.21736,0.2465,0.2986,0.4549
40,6509,True,2017-08-12 13:00:00,184,FC Ufa,UFA,187,FC Rostov,ROS,1,4,0.208331,1.83025,0.015,0.1205,0.8645
41,6510,True,2017-08-12 15:30:00,185,CSKA Moscow,CSK,183,Spartak Moscow,SPA,2,1,1.3347799999999999,0.5361899999999999,0.6475,0.2531,0.0994
42,6511,True,2017-08-12 18:00:00,193,Anzhi Makhachkala,ANZ,190,Dinamo Moscow,DIN,1,3,0.993959,1.5731899999999999,0.175,0.29600000000000004,0.529
43,6512,True,2017-08-13 09:00:00,218,SKA-Khabarovsk,SKA,186,Rubin Kazan,RUB,1,1,0.265854,0.817477,0.1107,0.3931,0.4962
44,6513,True,2017-08-13 15:30:00,192,Lokomotiv Moscow,LOK,217,Tosno,TOS,0,2,0.627448,0.763116,0.2462,0.3864,0.3674
45,6514,True,2017-08-13 18:00:00,189,Zenit St. Petersburg,ZEN,188,FK Akhmat,AKH,4,0,2.7829200000000003,0.371865,0.9312,0.0571,0.0117
46,6515,True,2017-08-13 18:00:00,196,FC Krasnodar,KRA,195,Amkar,AMK,1,1,0.718666,1.40838,0.1769,0.2723,0.5508
47,6516,True,2017-08-14 17:30:00,200,Arsenal Tula,ARS,198,Ural,URA,2,2,1.7123400000000002,1.11956,0.5276,0.266,0.2064
48,6517,True,2017-08-18 17:30:00,217,Tosno,TOS,218,SKA-Khabarovsk,SKA,0,0,0.783145,0.135992,0.5168,0.4286,0.0546
49,6518,True,2017-08-19 13:00:00,198,Ural,URA,185,CSKA Moscow,CSK,0,0,0.278574,0.324718,0.1857,0.5912,0.2231
50,6519,True,2017-08-19 15:30:00,183,Spartak Moscow,SPA,192,Lokomotiv Moscow,LOK,3,4,1.26535,1.77424,0.2317,0.2589,0.5094
51,6520,True,2017-08-19 18:00:00,186,Rubin Kazan,RUB,193,Anzhi Makhachkala,ANZ,6,0,0.672563,0.08316280000000001,0.4652,0.4947,0.0401
52,6521,True,2017-08-20 13:00:00,195,Amkar,AMK,189,Zenit St. Petersburg,ZEN,0,1,0.6283880000000001,1.24726,0.1727,0.2918,0.5355
53,6522,True,2017-08-20 15:30:00,190,Dinamo Moscow,DIN,184,FC Ufa,UFA,1,1,1.73436,1.51035,0.4128,0.2781,0.3091
54,6523,True,2017-08-20 18:00:00,187,FC Rostov,ROS,196,FC Krasnodar,KRA,0,0,1.02947,1.0784,0.3344,0.306,0.3596
55,6524,True,2017-08-21 18:00:00,188,FK Akhmat,AKH,200,Arsenal Tula,ARS,1,2,1.4088,0.270013,0.7585,0.2028,0.0387
56,6525,True,2017-08-25 18:00:00,193,Anzhi Makhachkala,ANZ,184,FC Ufa,UFA,1,0,0.898598,0.946892,0.3168,0.3362,0.34700000000000003
57,6526,True,2017-08-26 13:00:00,200,Arsenal Tula,ARS,195,Amkar,AMK,0,1,0.981957,0.291087,0.5543,0.3459,0.0998
58,6527,True,2017-08-26 15:30:00,186,Rubin Kazan,RUB,217,Tosno,TOS,1,0,0.21176999999999999,0.705549,0.0916,0.4164,0.49200000000000005
59,6528,True,2017-08-26 18:00:00,192,Lokomotiv Moscow,LOK,198,Ural,URA,2,1,1.12984,0.660035,0.4933,0.3107,0.196
60,6529,True,2017-08-27 09:00:00,218,SKA-Khabarovsk,SKA,183,Spartak Moscow,SPA,0,0,0.110547,1.97545,0.0128,0.1284,0.8588
61,6530,True,2017-08-27 15:30:00,185,CSKA Moscow,CSK,188,FK Akhmat,AKH,0,1,1.43005,1.6144100000000001,0.3193,0.2585,0.4222
62,6531,True,2017-08-27 18:00:00,189,Zenit St. Petersburg,ZEN,187,FC Rostov,ROS,0,0,0.578801,0.24784699999999998,0.3731,0.4987,0.1282
63,6532,True,2017-08-27 18:00:00,196,FC Krasnodar,KRA,190,Dinamo Moscow,DIN,2,0,0.877567,0.29162899999999997,0.4988,0.3829,0.1183
64,6538,True,2017-09-08 15:30:00,195,Amkar,AMK,185,CSKA Moscow,CSK,0,1,0.451705,0.966823,0.1494,0.3533,0.4973
65,6534,True,2017-09-09 12:00:00,217,Tosno,TOS,193,Anzhi Makhachkala,ANZ,2,2,0.9063049999999999,0.7080930000000001,0.3784,0.3514,0.2702
66,6539,True,2017-09-09 14:30:00,187,FC Rostov,ROS,200,Arsenal Tula,ARS,2,2,1.17606,1.13101,0.3369,0.3627,0.3004
67,6537,True,2017-09-09 17:00:00,183,Spartak Moscow,SPA,186,Rubin Kazan,RUB,1,0,1.03379,0.403312,0.5367,0.336,0.1273
68,6540,True,2017-09-10 12:00:00,190,Dinamo Moscow,DIN,189,Zenit St. Petersburg,ZEN,0,0,0.804521,0.46351499999999995,0.4628,0.3785,0.1587
69,6533,True,2017-09-10 14:30:00,184,FC Ufa,UFA,196,FC Krasnodar,KRA,0,1,0.354584,1.8614400000000002,0.0426,0.1661,0.7913
70,6535,True,2017-09-10 17:00:00,188,FK Akhmat,AKH,192,Lokomotiv Moscow,LOK,1,1,0.6249,0.377664,0.3566,0.4577,0.1857
71,6536,True,2017-09-11 15:30:00,198,Ural,URA,218,SKA-Khabarovsk,SKA,1,1,2.0703,0.837002,0.7031,0.2039,0.09300000000000001
72,6547,True,2017-09-15 17:30:00,200,Arsenal Tula,ARS,190,Dinamo Moscow,DIN,1,0,0.8869809999999999,1.50334,0.1558,0.2892,0.555
73,6546,True,2017-09-16 14:30:00,185,CSKA Moscow,CSK,187,FC Rostov,ROS,2,0,1.53298,0.489346,0.6898,0.2219,0.0883
74,6541,True,2017-09-16 17:00:00,193,Anzhi Makhachkala,ANZ,196,FC Krasnodar,KRA,1,5,0.794167,3.1539200000000003,0.0199,0.0774,0.9027
75,6543,True,2017-09-17 09:00:00,218,SKA-Khabarovsk,SKA,188,FK Akhmat,AKH,2,2,1.5842100000000001,1.3063799999999999,0.4429,0.2716,0.2855
76,6545,True,2017-09-17 11:00:00,217,Tosno,TOS,183,Spartak Moscow,SPA,2,2,0.9033180000000001,0.9685860000000001,0.3219,0.32899999999999996,0.3491
77,6544,True,2017-09-17 14:30:00,186,Rubin Kazan,RUB,198,Ural,URA,0,1,1.11941,0.27660999999999997,0.5921,0.3211,0.0868
78,6542,True,2017-09-18 17:30:00,192,Lokomotiv Moscow,LOK,195,Amkar,AMK,0,1,0.641286,0.224735,0.4117,0.4768,0.1115
79,6548,True,2017-09-18 18:00:00,189,Zenit St. Petersburg,ZEN,184,FC Ufa,UFA,3,0,3.75584,0.14644000000000001,0.9876,0.0112,0.0012
80,6554,True,2017-09-23 14:30:00,190,Dinamo Moscow,DIN,185,CSKA Moscow,CSK,0,0,0.22529699999999997,0.414146,0.1366,0.5686,0.2948
81,6549,True,2017-09-23 17:00:00,183,Spartak Moscow,SPA,193,Anzhi Makhachkala,ANZ,2,2,1.7553,0.764125,0.6507,0.2379,0.1114
82,6553,True,2017-09-24 12:00:00,198,Ural,URA,217,Tosno,TOS,3,1,2.22342,0.749178,0.7867,0.1542,0.0591
83,6550,True,2017-09-24 14:30:00,187,FC Rostov,ROS,192,Lokomotiv Moscow,LOK,0,1,0.586955,0.8785360000000001,0.2059,0.3652,0.4289
84,6556,True,2017-09-24 14:30:00,184,FC Ufa,UFA,200,Arsenal Tula,ARS,1,0,1.37984,0.600161,0.6009,0.2644,0.1347
85,6555,True,2017-09-24 17:00:00,196,FC Krasnodar,KRA,189,Zenit St. Petersburg,ZEN,0,2,0.66364,0.895968,0.2507,0.3597,0.3896
86,6551,True,2017-09-25 15:00:00,195,Amkar,AMK,218,SKA-Khabarovsk,SKA,3,0,1.25935,0.287675,0.6445,0.2775,0.078
87,6552,True,2017-09-25 17:30:00,188,FK Akhmat,AKH,186,Rubin Kazan,RUB,1,0,1.5539100000000001,0.35534499999999997,0.7543,0.191,0.0547
88,6564,True,2017-09-29 17:30:00,200,Arsenal Tula,ARS,196,FC Krasnodar,KRA,1,0,1.4026,0.706298,0.5471,0.2802,0.1727
89,6559,True,2017-09-30 09:30:00,218,SKA-Khabarovsk,SKA,187,FC Rostov,ROS,2,1,1.07025,1.12945,0.321,0.3342,0.3448
90,6561,True,2017-09-30 12:00:00,217,Tosno,TOS,188,FK Akhmat,AKH,1,0,0.604428,0.21557300000000001,0.3967,0.4897,0.1136
91,6560,True,2017-09-30 14:30:00,186,Rubin Kazan,RUB,195,Amkar,AMK,0,1,0.631091,0.15956900000000002,0.4243,0.4925,0.0832
92,6562,True,2017-09-30 17:00:00,183,Spartak Moscow,SPA,198,Ural,URA,2,0,1.6620599999999999,0.376897,0.7135,0.2194,0.0671
93,6563,True,2017-10-01 12:00:00,185,CSKA Moscow,CSK,184,FC Ufa,UFA,0,0,1.1384100000000001,0.44644700000000004,0.608,0.2892,0.1028
94,6558,True,2017-10-01 14:30:00,192,Lokomotiv Moscow,LOK,190,Dinamo Moscow,DIN,3,0,2.09584,0.675557,0.7489,0.1741,0.077
95,6557,True,2017-10-01 17:00:00,193,Anzhi Makhachkala,ANZ,189,Zenit St. Petersburg,ZEN,2,2,1.00591,1.9106400000000001,0.1665,0.2273,0.6062
96,6570,True,2017-10-13 17:30:00,188,FK Akhmat,AKH,183,Spartak Moscow,SPA,1,2,1.1473,1.4541,0.2468,0.3296,0.4236
97,6567,True,2017-10-14 12:00:00,190,Dinamo Moscow,DIN,218,SKA-Khabarovsk,SKA,2,0,1.24976,0.465276,0.5712,0.2945,0.1343
98,6565,True,2017-10-14 14:30:00,198,Ural,URA,193,Anzhi Makhachkala,ANZ,2,1,1.32718,1.14199,0.3994,0.2916,0.309
99,6571,True,2017-10-14 17:00:00,196,FC Krasnodar,KRA,185,CSKA Moscow,CSK,0,1,0.8218850000000001,1.6431200000000001,0.1686,0.2477,0.5837
100,6566,True,2017-10-15 12:00:00,184,FC Ufa,UFA,192,Lokomotiv Moscow,LOK,1,0,0.779794,0.318912,0.4665,0.3994,0.1341
101,6568,True,2017-10-15 14:30:00,187,FC Rostov,ROS,186,Rubin Kazan,RUB,0,1,1.6909299999999998,0.637878,0.6903,0.2493,0.0604
102,6572,True,2017-10-15 17:00:00,189,Zenit St. Petersburg,ZEN,200,Arsenal Tula,ARS,0,1,0.6757770000000001,0.41366400000000003,0.3678,0.4305,0.2017
103,6569,True,2017-10-16 15:30:00,195,Amkar,AMK,217,Tosno,TOS,0,0,0.731276,0.344686,0.442,0.4131,0.1449
104,6576,True,2017-10-21 09:30:00,218,SKA-Khabarovsk,SKA,184,FC Ufa,UFA,2,2,1.33457,1.10873,0.4155,0.3069,0.2776
105,6575,True,2017-10-21 12:00:00,217,Tosno,TOS,187,FC Rostov,ROS,1,1,1.02821,1.1279299999999999,0.2801,0.3465,0.3734
106,6577,True,2017-10-21 14:30:00,186,Rubin Kazan,RUB,190,Dinamo Moscow,DIN,0,0,2.06915,0.06920830000000001,0.9145,0.0802,0.0053
107,6578,True,2017-10-21 17:00:00,183,Spartak Moscow,SPA,195,Amkar,AMK,0,0,1.61081,0.562139,0.659,0.2368,0.1042
108,6579,True,2017-10-22 12:00:00,198,Ural,URA,188,FK Akhmat,AKH,2,0,1.30665,2.5343400000000003,0.1385,0.1843,0.6772
109,6580,True,2017-10-22 14:30:00,185,CSKA Moscow,CSK,189,Zenit St. Petersburg,ZEN,0,0,0.622711,0.89751,0.2334,0.3615,0.4051
110,6573,True,2017-10-22 17:00:00,193,Anzhi Makhachkala,ANZ,200,Arsenal Tula,ARS,3,2,1.62744,1.30769,0.4605,0.2682,0.2713
111,6574,True,2017-10-23 17:30:00,192,Lokomotiv Moscow,LOK,196,FC Krasnodar,KRA,2,0,1.19868,0.381655,0.5982,0.2989,0.1029
112,6586,True,2017-10-27 17:30:00,200,Arsenal Tula,ARS,185,CSKA Moscow,CSK,1,0,0.8264549999999999,0.21284899999999998,0.49200000000000005,0.4172,0.0908
113,6588,True,2017-10-28 17:00:00,187,FC Rostov,ROS,183,Spartak Moscow,SPA,2,2,0.764957,0.833672,0.3144,0.3633,0.3223
114,6587,True,2017-10-29 08:30:00,195,Amkar,AMK,198,Ural,URA,1,1,1.15469,0.685533,0.5018,0.3308,0.1674
115,6585,True,2017-10-29 11:00:00,190,Dinamo Moscow,DIN,217,Tosno,TOS,0,1,1.59944,0.552177,0.6863,0.2265,0.0872
116,6582,True,2017-10-29 13:30:00,189,Zenit St. Petersburg,ZEN,192,Lokomotiv Moscow,LOK,0,3,1.63683,1.82005,0.3246,0.2565,0.4189
117,6583,True,2017-10-29 16:00:00,196,FC Krasnodar,KRA,218,SKA-Khabarovsk,SKA,4,1,3.67763,1.23727,0.8765,0.08900000000000001,0.0345
118,6584,True,2017-10-30 14:00:00,184,FC Ufa,UFA,186,Rubin Kazan,RUB,2,1,1.20075,0.715817,0.4907,0.3213,0.188
119,6581,True,2017-10-30 16:30:00,188,FK Akhmat,AKH,193,Anzhi Makhachkala,ANZ,1,1,0.8550030000000001,0.25090999999999997,0.5022,0.3966,0.1012
120,6593,True,2017-11-03 17:30:00,198,Ural,URA,190,Dinamo Moscow,DIN,2,2,0.786852,0.640363,0.3494,0.3841,0.2665
121,6596,True,2017-11-04 13:30:00,217,Tosno,TOS,196,FC Krasnodar,KRA,1,3,1.27369,1.38913,0.3182,0.2807,0.4011
122,6594,True,2017-11-04 16:00:00,188,FK Akhmat,AKH,187,FC Rostov,ROS,1,0,1.95764,0.156728,0.8584,0.1259,0.0157
123,6590,True,2017-11-05 08:00:00,218,SKA-Khabarovsk,SKA,200,Arsenal Tula,ARS,1,2,1.0991600000000001,1.4477200000000001,0.2355,0.3319,0.4326
124,6595,True,2017-11-05 11:00:00,195,Amkar,AMK,193,Anzhi Makhachkala,ANZ,1,2,0.736363,1.23712,0.2053,0.3078,0.4869
125,6589,True,2017-11-05 13:30:00,192,Lokomotiv Moscow,LOK,185,CSKA Moscow,CSK,2,2,1.7870099999999998,0.692279,0.6978,0.2187,0.0835
126,6591,True,2017-11-05 16:00:00,186,Rubin Kazan,RUB,189,Zenit St. Petersburg,ZEN,0,0,0.376661,1.13501,0.1183,0.3136,0.5681
127,6592,True,2017-11-05 16:00:00,183,Spartak Moscow,SPA,184,FC Ufa,UFA,3,1,1.43737,0.234339,0.7705,0.1925,0.037000000000000005
128,6604,True,2017-11-18 09:00:00,218,SKA-Khabarovsk,SKA,185,CSKA Moscow,CSK,2,4,1.4405,3.87655,0.0388,0.0831,0.8781
129,6602,True,2017-11-18 11:00:00,190,Dinamo Moscow,DIN,188,FK Akhmat,AKH,1,1,1.04651,1.31739,0.2669,0.2957,0.4374
130,6600,True,2017-11-18 13:30:00,196,FC Krasnodar,KRA,183,Spartak Moscow,SPA,1,4,0.9384399999999999,2.2857,0.1021,0.1787,0.7192
131,6598,True,2017-11-18 16:00:00,200,Arsenal Tula,ARS,186,Rubin Kazan,RUB,0,0,0.180377,0.970025,0.0527,0.3106,0.6367
132,6601,True,2017-11-19 08:30:00,184,FC Ufa,UFA,198,Ural,URA,2,0,1.72885,1.05075,0.5383,0.2756,0.1861
133,6597,True,2017-11-19 11:00:00,193,Anzhi Makhachkala,ANZ,192,Lokomotiv Moscow,LOK,0,1,0.167547,0.801309,0.0687,0.3992,0.5321
134,6603,True,2017-11-19 13:30:00,187,FC Rostov,ROS,195,Amkar,AMK,0,0,1.31114,1.22642,0.3502,0.3637,0.2861
135,6599,True,2017-11-19 16:00:00,189,Zenit St. Petersburg,ZEN,217,Tosno,TOS,5,0,2.15872,0.29077,0.8798,0.10099999999999999,0.0192
136,6605,True,2017-11-24 14:30:00,195,Amkar,AMK,190,Dinamo Moscow,DIN,2,1,1.3630799999999998,1.06456,0.4121,0.3325,0.2554
137,6612,True,2017-11-25 13:30:00,217,Tosno,TOS,200,Arsenal Tula,ARS,3,2,2.2180400000000002,1.57318,0.5404,0.2314,0.2282
138,6606,True,2017-11-25 16:00:00,188,FK Akhmat,AKH,184,FC Ufa,UFA,2,1,1.4103,0.24393,0.754,0.2032,0.0428
139,6607,True,2017-11-26 08:30:00,198,Ural,URA,196,FC Krasnodar,KRA,0,1,0.42914399999999997,1.2518,0.1047,0.2833,0.612
140,6609,True,2017-11-26 11:00:00,186,Rubin Kazan,RUB,185,CSKA Moscow,CSK,0,1,0.214594,1.52604,0.0294,0.16699999999999998,0.8036
141,6610,True,2017-11-26 13:30:00,187,FC Rostov,ROS,193,Anzhi Makhachkala,ANZ,2,0,1.5871600000000001,0.79514,0.6073,0.2618,0.1309
142,6611,True,2017-11-27 09:00:00,218,SKA-Khabarovsk,SKA,192,Lokomotiv Moscow,LOK,1,2,0.218721,2.48658,0.0044,0.0383,0.9573
143,6608,True,2017-11-27 16:30:00,183,Spartak Moscow,SPA,189,Zenit St. Petersburg,ZEN,3,1,1.12452,0.607375,0.5211,0.3073,0.1716
144,6615,True,2017-12-01 16:30:00,185,CSKA Moscow,CSK,217,Tosno,TOS,6,0,3.12878,0.0835915,0.9875,0.0117,0.0008
145,6616,True,2017-12-01 16:30:00,200,Arsenal Tula,ARS,183,Spartak Moscow,SPA,0,1,1.29236,1.7428099999999997,0.2534,0.2625,0.4841
146,6617,True,2017-12-02 11:00:00,189,Zenit St. Petersburg,ZEN,198,Ural,URA,2,1,2.40898,0.36539699999999997,0.88,0.0963,0.0237
147,6620,True,2017-12-02 11:00:00,190,Dinamo Moscow,DIN,187,FC Rostov,ROS,2,0,1.7317200000000001,0.267006,0.7954,0.1655,0.0391
148,6614,True,2017-12-02 13:30:00,192,Lokomotiv Moscow,LOK,186,Rubin Kazan,RUB,1,0,0.708148,0.87875,0.2753,0.3582,0.3665
149,6619,True,2017-12-03 11:00:00,184,FC Ufa,UFA,195,Amkar,AMK,3,0,1.64851,0.26715300000000003,0.7852,0.1761,0.0387
150,6618,True,2017-12-03 13:30:00,196,FC Krasnodar,KRA,188,FK Akhmat,AKH,3,2,2.26428,0.679331,0.7913,0.1516,0.0571
151,6613,True,2017-12-03 16:00:00,193,Anzhi Makhachkala,ANZ,218,SKA-Khabarovsk,SKA,4,0,3.4108,0.285137,0.9659,0.0295,0.0046
152,6624,True,2017-12-08 14:30:00,198,Ural,URA,200,Arsenal Tula,ARS,1,1,0.63697,1.35447,0.1348,0.2861,0.5791
153,6628,True,2017-12-09 11:00:00,190,Dinamo Moscow,DIN,193,Anzhi Makhachkala,ANZ,2,0,2.13619,0.616825,0.775,0.1738,0.0512
154,6621,True,2017-12-09 13:30:00,186,Rubin Kazan,RUB,218,SKA-Khabarovsk,SKA,3,1,2.12075,0.167899,0.8677,0.1161,0.0162
155,6626,True,2017-12-10 11:00:00,195,Amkar,AMK,196,FC Krasnodar,KRA,1,3,1.10165,0.898264,0.3765,0.3426,0.2809
156,6622,True,2017-12-10 13:30:00,183,Spartak Moscow,SPA,185,CSKA Moscow,CSK,3,0,2.65879,0.42002399999999995,0.8819,0.0947,0.0234
157,6627,True,2017-12-10 16:00:00,187,FC Rostov,ROS,184,FC Ufa,UFA,1,0,0.865035,1.07006,0.2239,0.3658,0.4103
158,6623,True,2017-12-11 16:30:00,217,Tosno,TOS,192,Lokomotiv Moscow,LOK,1,3,1.3090700000000002,1.7878599999999998,0.2356,0.2643,0.5001
