Unnamed: 0,id,isResult,datetime,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,forecast_w,forecast_d,forecast_l
73,6378,True,2014-10-18 14:00:00,196,FC Krasnodar,KRA,189,Zenit St. Petersburg,ZEN,2,2,1.12732,1.05008,0.3488,0.3361,0.3151
74,6379,True,2014-10-18 16:30:00,192,Lokomotiv Moscow,LOK,188,FK Akhmat,AKH,2,1,1.19945,0.8334959999999999,0.4876,0.3089,0.2035
75,6380,True,2014-10-19 10:30:00,198,Ural,URA,183,Spartak Moscow,SPA,2,0,1.39345,0.424541,0.674,0.2452,0.0808
76,6381,True,2014-10-19 13:30:00,200,Arsenal Tula,ARS,187,FC Rostov,ROS,1,1,0.686991,1.7905900000000001,0.1049,0.2085,0.6866
77,6382,True,2014-10-20 14:00:00,184,FC Ufa,UFA,211,Torpedo Moscow,TOR,1,1,0.775502,0.832131,0.2959,0.3711,0.33299999999999996
78,6383,True,2014-10-20 16:30:00,186,Rubin Kazan,RUB,191,Mordovya,MOR,5,0,3.01519,0.15166500000000002,0.9664,0.0291,0.0045
79,6384,True,2014-10-24 14:00:00,198,Ural,URA,200,Arsenal Tula,ARS,1,0,1.1799600000000001,0.304752,0.6274,0.2882,0.0844
80,6385,True,2014-10-25 11:00:00,195,Amkar,AMK,187,FC Rostov,ROS,2,0,1.56669,0.7988,0.6001,0.293,0.1069
81,6386,True,2014-10-25 14:00:00,211,Torpedo Moscow,TOR,197,Kuban Krasnodar,KUB,0,0,0.432787,0.838109,0.1612,0.3903,0.4485
82,6387,True,2014-10-26 10:30:00,183,Spartak Moscow,SPA,192,Lokomotiv Moscow,LOK,1,1,0.73552,0.585647,0.3553,0.3946,0.2501
83,6388,True,2014-10-26 10:30:00,184,FC Ufa,UFA,185,CSKA Moscow,CSK,3,3,2.29967,3.15643,0.1517,0.2474,0.6009
84,6389,True,2014-10-26 16:00:00,189,Zenit St. Petersburg,ZEN,191,Mordovya,MOR,5,0,3.18505,0.651493,0.9266,0.0601,0.0133
85,6390,True,2014-10-27 15:45:00,196,FC Krasnodar,KRA,188,FK Akhmat,AKH,2,0,1.88925,0.437514,0.8124,0.1444,0.0432
86,6391,True,2014-10-27 17:30:00,190,Dinamo Moscow,DIN,186,Rubin Kazan,RUB,0,2,0.6943590000000001,1.9623700000000002,0.095,0.1869,0.7181
87,6392,True,2014-10-31 16:00:00,187,FC Rostov,ROS,198,Ural,URA,1,0,0.635947,0.746791,0.2668,0.3809,0.3523
88,6346,True,2014-11-01 13:00:00,185,CSKA Moscow,CSK,189,Zenit St. Petersburg,ZEN,0,1,0.616726,1.77423,0.0618,0.1884,0.7498
89,6347,True,2014-11-02 10:30:00,192,Lokomotiv Moscow,LOK,190,Dinamo Moscow,DIN,4,2,2.95174,1.0049700000000001,0.8448,0.1128,0.0424
90,6348,True,2014-11-02 13:30:00,191,Mordovya,MOR,196,FC Krasnodar,KRA,2,1,1.27157,0.585072,0.5895,0.2799,0.1306
91,6349,True,2014-11-02 16:00:00,197,Kuban Krasnodar,KUB,183,Spartak Moscow,SPA,3,3,3.01416,1.9283599999999999,0.6388,0.2073,0.1539
92,6350,True,2014-11-03 11:00:00,211,Torpedo Moscow,TOR,200,Arsenal Tula,ARS,0,1,0.48650299999999996,1.34804,0.0943,0.2566,0.6491
93,6351,True,2014-11-03 13:30:00,186,Rubin Kazan,RUB,195,Amkar,AMK,1,1,0.9703510000000001,0.333673,0.5118,0.3652,0.12300000000000001
94,6352,True,2014-11-03 16:00:00,188,FK Akhmat,AKH,184,FC Ufa,UFA,1,0,1.1052,0.595448,0.4984,0.3226,0.179
95,6353,True,2014-11-07 14:00:00,198,Ural,URA,197,Kuban Krasnodar,KUB,0,1,0.0668443,1.95233,0.0043,0.0805,0.9152
96,6354,True,2014-11-08 10:00:00,195,Amkar,AMK,191,Mordovya,MOR,0,1,0.5257689999999999,1.38045,0.1092,0.2544,0.6364
97,6355,True,2014-11-08 13:00:00,211,Torpedo Moscow,TOR,192,Lokomotiv Moscow,LOK,0,1,0.314293,1.27999,0.0746,0.268,0.6574
98,6356,True,2014-11-08 16:00:00,189,Zenit St. Petersburg,ZEN,188,FK Akhmat,AKH,1,3,1.6414099999999998,1.3889200000000002,0.4174,0.2976,0.285
99,6357,True,2014-11-09 10:30:00,190,Dinamo Moscow,DIN,185,CSKA Moscow,CSK,1,0,2.43323,0.9444889999999999,0.7673,0.1493,0.0834
100,6358,True,2014-11-09 12:00:00,184,FC Ufa,UFA,187,FC Rostov,ROS,0,0,0.334536,0.202466,0.2412,0.6189,0.1399
101,6359,True,2014-11-09 12:45:00,196,FC Krasnodar,KRA,186,Rubin Kazan,RUB,2,0,1.46184,0.347577,0.684,0.2392,0.0768
102,6360,True,2014-11-09 15:00:00,183,Spartak Moscow,SPA,200,Arsenal Tula,ARS,2,0,2.4349,0.8269700000000001,0.7661,0.1576,0.0763
103,6361,True,2014-11-22 09:00:00,198,Ural,URA,186,Rubin Kazan,RUB,1,3,1.39961,3.35238,0.0414,0.1129,0.8457
104,6362,True,2014-11-22 11:15:00,211,Torpedo Moscow,TOR,187,FC Rostov,ROS,2,1,2.26135,1.2010399999999999,0.6549,0.2193,0.1258
105,6363,True,2014-11-22 13:30:00,196,FC Krasnodar,KRA,185,CSKA Moscow,CSK,2,1,1.52531,0.779559,0.5702,0.266,0.1638
106,6364,True,2014-11-22 16:00:00,189,Zenit St. Petersburg,ZEN,197,Kuban Krasnodar,KUB,1,0,0.69038,0.571293,0.3223,0.4168,0.2609
107,6365,True,2014-11-23 10:30:00,190,Dinamo Moscow,DIN,188,FK Akhmat,AKH,3,0,1.74321,0.32555700000000004,0.7991,0.1635,0.0374
108,6366,True,2014-11-23 13:00:00,200,Arsenal Tula,ARS,195,Amkar,AMK,4,0,1.80643,0.34917600000000004,0.7965,0.162,0.0415
109,6367,True,2014-11-23 15:30:00,183,Spartak Moscow,SPA,191,Mordovya,MOR,4,2,2.1659599999999997,1.54142,0.523,0.318,0.159
110,6368,True,2014-11-24 16:00:00,192,Lokomotiv Moscow,LOK,184,FC Ufa,UFA,0,0,0.855049,0.418921,0.4445,0.387,0.1685
111,6369,True,2014-11-28 16:00:00,187,FC Rostov,ROS,195,Amkar,AMK,1,1,1.6751099999999999,1.41546,0.4363,0.2836,0.2801
112,6370,True,2014-11-29 10:30:00,200,Arsenal Tula,ARS,198,Ural,URA,1,2,1.7823799999999999,2.00278,0.2872,0.2897,0.4231
113,6371,True,2014-11-29 12:45:00,185,CSKA Moscow,CSK,184,FC Ufa,UFA,5,0,3.3127699999999995,0.24734499999999998,0.9674,0.0275,0.0051
114,6372,True,2014-11-29 15:00:00,191,Mordovya,MOR,189,Zenit St. Petersburg,ZEN,1,0,0.519468,0.5307529999999999,0.2671,0.4563,0.2766
115,6373,True,2014-11-29 17:15:00,197,Kuban Krasnodar,KUB,211,Torpedo Moscow,TOR,1,1,1.37848,0.5226930000000001,0.6081,0.2779,0.114
116,6374,True,2014-11-30 10:30:00,192,Lokomotiv Moscow,LOK,183,Spartak Moscow,SPA,1,0,0.730688,0.66282,0.3212,0.3854,0.2934
117,6375,True,2014-11-30 13:00:00,186,Rubin Kazan,RUB,190,Dinamo Moscow,DIN,1,1,1.98625,0.486005,0.7819,0.1689,0.0492
118,6376,True,2014-11-30 15:30:00,188,FK Akhmat,AKH,196,FC Krasnodar,KRA,0,1,1.40864,0.42971099999999995,0.6568,0.2599,0.0833
119,6330,True,2014-12-02 16:00:00,200,Arsenal Tula,ARS,184,FC Ufa,UFA,0,1,1.03782,1.0708799999999998,0.3041,0.3466,0.3493
120,6331,True,2014-12-02 16:00:00,185,CSKA Moscow,CSK,195,Amkar,AMK,2,1,1.2634,0.43342600000000003,0.6013,0.292,0.1067
121,6332,True,2014-12-03 14:45:00,186,Rubin Kazan,RUB,189,Zenit St. Petersburg,ZEN,0,1,0.297173,1.39543,0.0408,0.2059,0.7533
122,6333,True,2014-12-03 16:00:00,192,Lokomotiv Moscow,LOK,198,Ural,URA,1,0,1.19765,0.43760299999999996,0.5867,0.3,0.1133
123,6334,True,2014-12-03 17:00:00,197,Kuban Krasnodar,KUB,196,FC Krasnodar,KRA,1,1,0.712667,1.72101,0.1185,0.2238,0.6577
124,6335,True,2014-12-03 17:00:00,188,FK Akhmat,AKH,211,Torpedo Moscow,TOR,0,1,0.3184,0.848475,0.1204,0.3864,0.4932
125,6336,True,2014-12-04 14:45:00,191,Mordovya,MOR,190,Dinamo Moscow,DIN,0,1,0.826865,0.676822,0.382,0.3701,0.2479
126,6337,True,2014-12-04 16:45:00,183,Spartak Moscow,SPA,187,FC Rostov,ROS,1,1,1.1279700000000001,0.474871,0.5307,0.3268,0.1425
127,6338,True,2014-12-06 13:45:00,189,Zenit St. Petersburg,ZEN,196,FC Krasnodar,KRA,4,0,2.52296,0.5580350000000001,0.8553,0.1119,0.0328
128,6339,True,2014-12-06 16:00:00,197,Kuban Krasnodar,KUB,185,CSKA Moscow,CSK,0,1,0.608338,1.34466,0.1124,0.2767,0.6109
129,6340,True,2014-12-07 10:30:00,188,FK Akhmat,AKH,192,Lokomotiv Moscow,LOK,0,0,0.46720600000000007,0.630929,0.2154,0.4316,0.353
130,6341,True,2014-12-07 13:00:00,190,Dinamo Moscow,DIN,195,Amkar,AMK,5,0,1.57249,0.298553,0.7432,0.2073,0.0495
131,6342,True,2014-12-08 14:00:00,191,Mordovya,MOR,186,Rubin Kazan,RUB,0,1,0.160882,0.9349350000000001,0.0545,0.3706,0.5749
132,6343,True,2014-12-08 14:00:00,211,Torpedo Moscow,TOR,184,FC Ufa,UFA,2,2,1.2908,0.8501709999999999,0.4636,0.3181,0.2183
133,6344,True,2014-12-08 16:00:00,187,FC Rostov,ROS,200,Arsenal Tula,ARS,0,1,0.803914,0.824458,0.3201,0.3575,0.3224
134,6345,True,2014-12-08 17:00:00,183,Spartak Moscow,SPA,198,Ural,URA,2,0,1.70585,0.500514,0.72,0.2045,0.0755
135,6306,True,2015-03-07 13:00:00,188,FK Akhmat,AKH,185,CSKA Moscow,CSK,1,2,0.586805,0.806751,0.2331,0.38299999999999995,0.3839
136,6307,True,2015-03-07 16:00:00,189,Zenit St. Petersburg,ZEN,198,Ural,URA,3,0,2.07603,0.13613699999999998,0.8958,0.0961,0.0081
137,6308,True,2015-03-08 10:30:00,183,Spartak Moscow,SPA,196,FC Krasnodar,KRA,1,3,1.2978299999999998,1.8272700000000002,0.2234,0.2679,0.5087
138,6309,True,2015-03-08 13:00:00,190,Dinamo Moscow,DIN,184,FC Ufa,UFA,3,1,2.01051,1.2082,0.5876,0.2518,0.1606
139,6310,True,2015-03-08 15:30:00,187,FC Rostov,ROS,192,Lokomotiv Moscow,LOK,0,1,0.35234,0.169735,0.2663,0.619,0.1147
140,6311,True,2015-03-09 10:00:00,195,Amkar,AMK,211,Torpedo Moscow,TOR,0,0,0.371689,0.108806,0.2957,0.631,0.0733
141,6312,True,2015-03-09 12:30:00,186,Rubin Kazan,RUB,200,Arsenal Tula,ARS,1,0,0.9590129999999999,0.505787,0.4703,0.3439,0.1858
142,6313,True,2015-03-09 15:00:00,197,Kuban Krasnodar,KUB,191,Mordovya,MOR,0,0,2.0947,0.172119,0.8755,0.1083,0.0162
143,6314,True,2015-03-13 16:00:00,196,FC Krasnodar,KRA,198,Ural,URA,1,1,1.47246,0.538396,0.6311,0.2577,0.1112
144,6315,True,2015-03-14 10:00:00,184,FC Ufa,UFA,195,Amkar,AMK,1,1,0.8483649999999999,0.9575620000000001,0.2729,0.3912,0.3359
145,6316,True,2015-03-14 13:00:00,185,CSKA Moscow,CSK,191,Mordovya,MOR,4,0,1.6861599999999999,0.204032,0.7995,0.1693,0.0312
146,6317,True,2015-03-14 16:00:00,192,Lokomotiv Moscow,LOK,200,Arsenal Tula,ARS,0,1,1.57195,1.30875,0.4145,0.2962,0.2893
147,6318,True,2015-03-15 10:30:00,183,Spartak Moscow,SPA,190,Dinamo Moscow,DIN,1,0,1.4495799999999999,0.716368,0.5945,0.2574,0.1481
148,6319,True,2015-03-15 13:00:00,211,Torpedo Moscow,TOR,189,Zenit St. Petersburg,ZEN,1,1,0.47041499999999997,0.356423,0.2845,0.5091,0.2064
149,6320,True,2015-03-15 15:30:00,186,Rubin Kazan,RUB,188,FK Akhmat,AKH,2,1,1.61753,0.700016,0.6393,0.2455,0.1152
150,6321,True,2015-03-16 16:00:00,187,FC Rostov,ROS,197,Kuban Krasnodar,KUB,2,1,1.58395,1.17604,0.4468,0.3243,0.2289
151,6322,True,2015-03-20 14:00:00,184,FC Ufa,UFA,196,FC Krasnodar,KRA,0,2,1.00173,1.3656,0.2476,0.2826,0.4698
152,6323,True,2015-03-21 09:00:00,198,Ural,URA,195,Amkar,AMK,1,0,0.706421,0.145041,0.4928,0.4415,0.0657
153,6324,True,2015-03-21 11:15:00,186,Rubin Kazan,RUB,187,FC Rostov,ROS,2,0,2.18266,0.17014,0.9254,0.0658,0.0088
154,6325,True,2015-03-21 11:15:00,200,Arsenal Tula,ARS,185,CSKA Moscow,CSK,1,4,0.535359,2.14059,0.0462,0.1609,0.7929
155,6326,True,2015-03-21 16:00:00,211,Torpedo Moscow,TOR,183,Spartak Moscow,SPA,0,1,0.435475,0.715619,0.1993,0.4273,0.3734
156,6327,True,2015-03-22 10:30:00,190,Dinamo Moscow,DIN,189,Zenit St. Petersburg,ZEN,0,1,0.36947800000000003,0.428588,0.2187,0.5182,0.2631
157,6328,True,2015-03-22 13:00:00,191,Mordovya,MOR,192,Lokomotiv Moscow,LOK,0,0,0.477091,1.0462,0.1504,0.3386,0.511
158,6329,True,2015-03-22 15:30:00,197,Kuban Krasnodar,KUB,188,FK Akhmat,AKH,1,0,1.48452,0.29234699999999997,0.7614,0.1947,0.0439
159,6265,True,2015-04-04 10:00:00,195,Amkar,AMK,186,Rubin Kazan,RUB,0,3,1.03,2.0287599999999997,0.0995,0.2428,0.6577
160,6266,True,2015-04-04 12:15:00,190,Dinamo Moscow,DIN,192,Lokomotiv Moscow,LOK,2,2,1.84654,2.20665,0.2572,0.2687,0.4741
161,6267,True,2015-04-04 14:45:00,196,FC Krasnodar,KRA,191,Mordovya,MOR,4,0,3.8183300000000004,0.270059,0.987,0.0116,0.0014
162,6268,True,2015-04-04 17:00:00,183,Spartak Moscow,SPA,197,Kuban Krasnodar,KUB,1,1,0.920725,1.55618,0.1757,0.2999,0.5244
163,6269,True,2015-04-05 11:30:00,189,Zenit St. Petersburg,ZEN,185,CSKA Moscow,CSK,2,1,2.1629,0.49045500000000003,0.8499,0.1289,0.0212
164,6270,True,2015-04-05 13:45:00,198,Ural,URA,187,FC Rostov,ROS,0,1,0.116435,1.17594,0.0274,0.253,0.7196
165,6271,True,2015-04-05 16:00:00,184,FC Ufa,UFA,188,FK Akhmat,AKH,0,1,0.148117,0.72335,0.0526,0.3981,0.5493
166,6272,True,2015-04-05 18:15:00,200,Arsenal Tula,ARS,211,Torpedo Moscow,TOR,1,3,0.38377100000000003,1.24395,0.1015,0.2868,0.6117
167,6273,True,2015-04-07 15:45:00,191,Mordovya,MOR,195,Amkar,AMK,1,0,0.980735,0.710213,0.4241,0.3808,0.1951
168,6274,True,2015-04-07 18:00:00,186,Rubin Kazan,RUB,196,FC Krasnodar,KRA,1,2,1.79575,0.432515,0.795,0.159,0.046
169,6275,True,2015-04-08 15:45:00,188,FK Akhmat,AKH,189,Zenit St. Petersburg,ZEN,1,2,0.43545,1.1136700000000002,0.1217,0.3107,0.5676
170,6276,True,2015-04-08 17:00:00,197,Kuban Krasnodar,KUB,198,Ural,URA,0,2,1.15093,1.31322,0.2656,0.3765,0.3579
171,6277,True,2015-04-08 18:00:00,192,Lokomotiv Moscow,LOK,211,Torpedo Moscow,TOR,2,0,2.4246,1.09486,0.7482,0.182,0.0698
172,6278,True,2015-04-08 18:30:00,185,CSKA Moscow,CSK,190,Dinamo Moscow,DIN,1,2,1.1548100000000001,1.01731,0.3552,0.322,0.3228
173,6279,True,2015-04-09 15:45:00,200,Arsenal Tula,ARS,183,Spartak Moscow,SPA,1,0,0.769816,1.59016,0.1612,0.2551,0.5837
174,6280,True,2015-04-09 18:00:00,187,FC Rostov,ROS,184,FC Ufa,UFA,2,0,1.39655,0.502553,0.6372,0.2785,0.0843
175,6281,True,2015-04-11 17:00:00,196,FC Krasnodar,KRA,197,Kuban Krasnodar,KUB,3,2,1.76155,0.7956989999999999,0.6191,0.2413,0.1396
176,6282,True,2015-04-12 11:30:00,189,Zenit St. Petersburg,ZEN,186,Rubin Kazan,RUB,1,1,1.62687,0.884834,0.5874,0.2613,0.1513
177,6283,True,2015-04-12 14:00:00,184,FC Ufa,UFA,200,Arsenal Tula,ARS,0,1,0.817325,0.507546,0.4192,0.3815,0.1993
178,6284,True,2015-04-12 16:30:00,190,Dinamo Moscow,DIN,191,Mordovya,MOR,2,1,2.08621,1.0406,0.6754,0.2042,0.1204
179,6285,True,2015-04-13 13:00:00,198,Ural,URA,192,Lokomotiv Moscow,LOK,2,0,1.4931299999999998,0.6650729999999999,0.5914,0.2646,0.14400000000000002
180,6286,True,2015-04-13 15:15:00,195,Amkar,AMK,185,CSKA Moscow,CSK,1,0,1.08825,0.940992,0.3932,0.3177,0.2891
181,6287,True,2015-04-13 16:00:00,211,Torpedo Moscow,TOR,188,FK Akhmat,AKH,0,0,0.33724,0.959175,0.1241,0.3583,0.5176
182,6288,True,2015-04-13 17:30:00,187,FC Rostov,ROS,183,Spartak Moscow,SPA,2,1,1.78119,0.8568540000000001,0.6055,0.2661,0.1284
183,6289,True,2015-04-18 11:00:00,184,FC Ufa,UFA,192,Lokomotiv Moscow,LOK,1,0,1.65378,0.763692,0.6478,0.23399999999999999,0.1182
184,6290,True,2015-04-18 14:00:00,191,Mordovya,MOR,183,Spartak Moscow,SPA,1,3,0.8320569999999999,2.81477,0.0407,0.1114,0.8479
185,6291,True,2015-04-18 17:00:00,186,Rubin Kazan,RUB,198,Ural,URA,2,1,2.13097,0.28251,0.8594,0.1158,0.0248
186,6292,True,2015-04-19 11:30:00,185,CSKA Moscow,CSK,196,FC Krasnodar,KRA,1,1,1.00304,0.672758,0.4371,0.3337,0.2292
187,6293,True,2015-04-19 14:00:00,188,FK Akhmat,AKH,190,Dinamo Moscow,DIN,0,0,0.16119,1.39631,0.0239,0.1878,0.7883
188,6294,True,2015-04-19 16:30:00,197,Kuban Krasnodar,KUB,189,Zenit St. Petersburg,ZEN,0,0,0.8247180000000001,0.811384,0.3282,0.3679,0.3039
189,6295,True,2015-04-20 15:00:00,195,Amkar,AMK,200,Arsenal Tula,ARS,0,1,1.3436700000000001,0.663975,0.5527,0.2794,0.1679
190,6296,True,2015-04-20 17:30:00,187,FC Rostov,ROS,211,Torpedo Moscow,TOR,1,0,1.13835,0.258468,0.6923,0.2528,0.0549
191,6297,True,2015-04-24 11:00:00,184,FC Ufa,UFA,197,Kuban Krasnodar,KUB,3,2,1.4494200000000002,0.6669470000000001,0.6035,0.2675,0.129
192,6298,True,2015-04-24 17:00:00,191,Mordovya,MOR,198,Ural,URA,2,1,1.7671700000000001,0.7827569999999999,0.6596,0.2294,0.111
193,6299,True,2015-04-25 11:00:00,195,Amkar,AMK,188,FK Akhmat,AKH,2,1,0.8721469999999999,0.560268,0.4379,0.3653,0.1968
194,6300,True,2015-04-25 14:00:00,211,Torpedo Moscow,TOR,185,CSKA Moscow,CSK,0,2,0.7633989999999999,0.702854,0.3269,0.3846,0.2885
195,6301,True,2015-04-25 17:00:00,196,FC Krasnodar,KRA,192,Lokomotiv Moscow,LOK,1,0,0.902975,0.39614,0.5491,0.3424,0.1085
196,6302,True,2015-04-26 11:30:00,183,Spartak Moscow,SPA,186,Rubin Kazan,RUB,1,0,1.43082,0.245889,0.7395,0.2165,0.044000000000000004
197,6303,True,2015-04-26 14:00:00,187,FC Rostov,ROS,190,Dinamo Moscow,DIN,2,2,2.87934,1.8066799999999998,0.6386,0.1921,0.1693
198,6304,True,2015-04-26 16:30:00,189,Zenit St. Petersburg,ZEN,200,Arsenal Tula,ARS,1,0,2.4783,0.686248,0.8277,0.1225,0.0498
199,6305,True,2015-04-30 15:00:00,195,Amkar,AMK,190,Dinamo Moscow,DIN,2,0,1.49279,0.57567,0.6517,0.256,0.0923
200,6225,True,2015-05-02 11:30:00,183,Spartak Moscow,SPA,189,Zenit St. Petersburg,ZEN,1,1,0.31503600000000004,0.691224,0.1498,0.4365,0.4137
201,6226,True,2015-05-02 17:00:00,187,FC Rostov,ROS,188,FK Akhmat,AKH,0,1,0.700394,0.993592,0.2185,0.3518,0.4297
202,6227,True,2015-05-03 11:30:00,197,Kuban Krasnodar,KUB,190,Dinamo Moscow,DIN,1,2,0.871444,1.3599299999999999,0.1721,0.3241,0.5038
203,6228,True,2015-05-03 14:00:00,195,Amkar,AMK,192,Lokomotiv Moscow,LOK,1,1,1.09576,0.858432,0.3936,0.3827,0.2237
204,6229,True,2015-05-03 16:30:00,211,Torpedo Moscow,TOR,186,Rubin Kazan,RUB,2,2,0.45239399999999996,2.20465,0.0313,0.1246,0.8441
205,6230,True,2015-05-04 11:00:00,184,FC Ufa,UFA,191,Mordovya,MOR,1,2,0.985513,1.8554099999999998,0.1512,0.2227,0.6261
206,6231,True,2015-05-04 13:30:00,200,Arsenal Tula,ARS,196,FC Krasnodar,KRA,0,3,1.60924,1.8579900000000003,0.3147,0.2608,0.4245
207,6232,True,2015-05-04 16:00:00,185,CSKA Moscow,CSK,198,Ural,URA,3,1,2.31018,0.820909,0.7681,0.1815,0.0504
208,6233,True,2015-05-08 14:30:00,198,Ural,URA,184,FC Ufa,UFA,1,1,2.20863,0.700076,0.7914,0.1721,0.0365
209,6234,True,2015-05-08 17:00:00,186,Rubin Kazan,RUB,197,Kuban Krasnodar,KUB,1,0,1.58806,0.377035,0.7212,0.2113,0.0675
210,6235,True,2015-05-10 11:30:00,192,Lokomotiv Moscow,LOK,185,CSKA Moscow,CSK,1,3,0.12453,1.66472,0.0148,0.1257,0.8595
211,6236,True,2015-05-10 14:00:00,190,Dinamo Moscow,DIN,211,Torpedo Moscow,TOR,0,0,1.2471299999999998,0.791373,0.4713,0.3037,0.225
212,6237,True,2015-05-10 16:30:00,189,Zenit St. Petersburg,ZEN,187,FC Rostov,ROS,3,0,2.52769,0.243488,0.9182,0.0687,0.0131
213,6238,True,2015-05-11 11:30:00,188,FK Akhmat,AKH,183,Spartak Moscow,SPA,4,2,1.35535,1.40606,0.3251,0.3119,0.363
214,6239,True,2015-05-11 14:00:00,191,Mordovya,MOR,200,Arsenal Tula,ARS,1,0,0.8872209999999999,1.57197,0.1863,0.2639,0.5498
215,6240,True,2015-05-11 16:30:00,196,FC Krasnodar,KRA,195,Amkar,AMK,1,1,1.51005,1.8650900000000001,0.275,0.2706,0.4544
216,6241,True,2015-05-15 17:00:00,191,Mordovya,MOR,187,FC Rostov,ROS,0,0,0.0502041,0.649395,0.0253,0.5068,0.4679
217,6242,True,2015-05-16 12:00:00,195,Amkar,AMK,197,Kuban Krasnodar,KUB,1,0,0.677841,0.373789,0.3925,0.4368,0.1707
218,6243,True,2015-05-16 14:30:00,200,Arsenal Tula,ARS,188,FK Akhmat,AKH,1,1,0.39552800000000005,1.62042,0.0521,0.1861,0.7618
219,6244,True,2015-05-16 17:00:00,192,Lokomotiv Moscow,LOK,186,Rubin Kazan,RUB,3,0,1.23943,0.663985,0.5487,0.3081,0.1432
220,6245,True,2015-05-17 11:30:00,183,Spartak Moscow,SPA,185,CSKA Moscow,CSK,0,4,0.825789,2.45526,0.0617,0.1596,0.7787
221,6246,True,2015-05-17 14:00:00,184,FC Ufa,UFA,189,Zenit St. Petersburg,ZEN,1,1,0.401449,1.9843,0.0438,0.1754,0.7808
222,6247,True,2015-05-17 16:30:00,196,FC Krasnodar,KRA,211,Torpedo Moscow,TOR,2,2,1.68052,0.884648,0.6031,0.2444,0.1525
223,6248,True,2015-05-18 15:00:00,198,Ural,URA,190,Dinamo Moscow,DIN,2,1,3.4191300000000004,0.38945799999999997,0.9654,0.0301,0.0045
224,6249,True,2015-05-23 11:00:00,195,Amkar,AMK,189,Zenit St. Petersburg,ZEN,1,0,0.642858,1.2620799999999999,0.1499,0.3135,0.5366
225,6250,True,2015-05-23 13:30:00,211,Torpedo Moscow,TOR,198,Ural,URA,3,1,1.7721099999999999,0.780937,0.6858,0.2191,0.0951
226,6251,True,2015-05-23 16:00:00,183,Spartak Moscow,SPA,184,FC Ufa,UFA,1,2,1.45118,0.47372200000000003,0.6689,0.2427,0.0884
227,6252,True,2015-05-24 11:30:00,196,FC Krasnodar,KRA,187,FC Rostov,ROS,2,1,1.02886,1.1085,0.3303,0.3067,0.363
228,6253,True,2015-05-24 14:00:00,191,Mordovya,MOR,188,FK Akhmat,AKH,1,0,1.39136,0.844309,0.5207,0.297,0.1823
229,6254,True,2015-05-24 16:30:00,190,Dinamo Moscow,DIN,200,Arsenal Tula,ARS,2,2,2.39636,1.54588,0.58,0.2151,0.2049
230,6255,True,2015-05-25 16:30:00,192,Lokomotiv Moscow,LOK,197,Kuban Krasnodar,KUB,1,1,0.683241,1.38381,0.1512,0.2851,0.5637
231,6256,True,2015-05-25 18:45:00,185,CSKA Moscow,CSK,186,Rubin Kazan,RUB,3,0,0.9180860000000001,0.8744200000000001,0.3375,0.3496,0.3129
232,6257,True,2015-05-30 11:30:00,189,Zenit St. Petersburg,ZEN,192,Lokomotiv Moscow,LOK,1,0,1.6597099999999998,0.10697999999999999,0.8624,0.1253,0.0123
233,6258,True,2015-05-30 11:30:00,190,Dinamo Moscow,DIN,196,FC Krasnodar,KRA,1,1,0.33818400000000004,1.49084,0.0621,0.2159,0.722
234,6259,True,2015-05-30 11:30:00,197,Kuban Krasnodar,KUB,200,Arsenal Tula,ARS,5,1,2.4733099999999997,1.50552,0.6119,0.2265,0.1616
235,6260,True,2015-05-30 11:30:00,183,Spartak Moscow,SPA,195,Amkar,AMK,3,3,2.38124,1.31997,0.6378,0.2041,0.1581
236,6261,True,2015-05-30 11:30:00,188,FK Akhmat,AKH,198,Ural,URA,1,3,0.814762,0.752347,0.3007,0.3815,0.3178
237,6262,True,2015-05-30 11:30:00,184,FC Ufa,UFA,186,Rubin Kazan,RUB,1,1,1.12986,1.01244,0.3821,0.3135,0.3044
238,6263,True,2015-05-30 11:30:00,211,Torpedo Moscow,TOR,191,Mordovya,MOR,2,0,3.3362,1.4709299999999998,0.8328,0.1161,0.0511
239,6264,True,2015-05-30 11:30:00,187,FC Rostov,ROS,185,CSKA Moscow,CSK,1,1,0.8228639999999999,0.690136,0.4039,0.3761,0.22
0,13997,True,2020-08-08 13:00:00,257,Khimki,KHI,185,CSKA Moscow,CSK,0,2,0.598929,1.96692,0.0766,0.1761,0.7473
1,13998,True,2020-08-08 15:30:00,237,FC Tambov,TAM,187,FC Rostov,ROS,0,1,0.299492,0.773392,0.11800000000000001,0.397,0.485
2,13999,True,2020-08-09 14:00:00,184,FC Ufa,UFA,196,FC Krasnodar,KRA,0,3,0.322065,2.1474900000000003,0.0194,0.0998,0.8808
3,14000,True,2020-08-09 16:00:00,200,Arsenal Tula,ARS,188,FK Akhmat,AKH,0,0,0.8109149999999999,0.445878,0.4474,0.3894,0.1632
4,14001,True,2020-08-09 17:00:00,183,Spartak Moscow,SPA,236,PFC Sochi,SOC,2,2,1.4611299999999998,2.12941,0.2078,0.2374,0.5548
5,14002,True,2020-08-10 14:00:00,198,Ural,URA,190,Dinamo Moscow,DIN,0,2,0.9615049999999999,1.8685200000000002,0.1497,0.2341,0.6162
