Unnamed: 0,id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
0,16136,1549224,187,190,2021-07-23 19:00:00,6,2021,0,2,FC Rostov,Dinamo Moscow,0.711845,1.8787900000000002,0.1021,0.2013,0.6966,RFPL,12,17,3,9,3,7,10.2273,9.4211
1,16137,1549231,257,189,2021-07-24 16:30:00,6,2021,1,3,Khimki,Zenit St. Petersburg,1.66051,3.12122,0.1175,0.1698,0.7127,RFPL,17,13,6,7,2,14,13.1818,12.2
2,16138,1549227,192,200,2021-07-24 19:00:00,6,2021,3,1,Lokomotiv Moscow,Arsenal Tula,1.5372700000000001,0.421828,0.6973,0.2273,0.0754,RFPL,15,5,6,1,14,2,27.2143,3.1818
3,16139,1549228,186,183,2021-07-24 19:00:00,6,2021,1,0,Rubin Kazan,Spartak Moscow,0.457284,1.0462799999999999,0.1459,0.3428,0.5113,RFPL,8,13,5,5,0,12,7.6667,13.5
4,16140,1549230,198,196,2021-07-25 14:30:00,6,2021,0,3,Ural,FC Krasnodar,1.1805700000000001,2.21674,0.1257,0.2198,0.6545,RFPL,8,17,3,6,4,6,10.0,14.25
5,16141,1549225,194,188,2021-07-25 16:00:00,6,2021,1,2,Krylya Sovetov Samara,FK Akhmat,1.31554,2.2500299999999998,0.1562,0.2152,0.6286,RFPL,16,14,3,6,6,9,15.619,7.6471
6,16142,1549226,185,184,2021-07-25 17:00:00,6,2021,1,0,CSKA Moscow,FC Ufa,1.9108599999999998,1.39992,0.4963,0.2522,0.2515,RFPL,23,15,6,2,10,12,22.6,20.5385
7,16143,1549229,263,236,2021-07-26 16:00:00,6,2021,1,0,Nizhny Novgorod,PFC Sochi,0.46204300000000004,0.568304,0.2414,0.4522,0.3064,RFPL,7,21,2,4,2,8,10.3333,16.1333
8,16144,1549234,194,183,2021-07-30 16:00:00,6,2021,0,1,Krylya Sovetov Samara,Spartak Moscow,0.276455,2.5853599999999997,0.0124,0.065,0.9226,RFPL,8,18,0,5,5,4,16.3333,13.8889
9,16145,1549237,200,186,2021-07-30 16:00:00,6,2021,0,3,Arsenal Tula,Rubin Kazan,1.0823,2.04604,0.1584,0.2168,0.6248,RFPL,18,20,8,6,13,7,20.2222,11.0833
10,16146,1549238,184,190,2021-07-31 14:30:00,6,2021,2,3,FC Ufa,Dinamo Moscow,0.816605,2.8084700000000002,0.0344,0.1079,0.8577,RFPL,9,19,4,7,3,6,14.8947,10.875
11,16147,1549235,185,192,2021-07-31 17:00:00,6,2021,1,2,CSKA Moscow,Lokomotiv Moscow,0.644634,1.42145,0.14300000000000002,0.2584,0.5986,RFPL,16,15,4,4,7,5,9.6,16.3158
12,16148,1549239,198,263,2021-08-01 14:30:00,6,2021,1,1,Ural,Nizhny Novgorod,1.08859,1.00805,0.3475,0.3459,0.3066,RFPL,10,9,4,1,2,4,14.4,8.0
13,16149,1549232,187,189,2021-08-01 17:00:00,6,2021,2,4,FC Rostov,Zenit St. Petersburg,2.26563,2.85415,0.2515,0.2368,0.5117,RFPL,13,18,3,8,3,10,7.9615,21.2727
14,16150,1549233,196,257,2021-08-01 17:00:00,6,2021,0,1,FC Krasnodar,Khimki,2.2873,1.10117,0.6932,0.1873,0.1195,RFPL,11,14,5,8,10,6,8.6667,3.2
15,16151,1549236,188,236,2021-08-02 17:00:00,6,2021,1,2,FK Akhmat,PFC Sochi,0.864762,1.71507,0.1306,0.2386,0.6308,RFPL,19,14,3,7,10,6,10.7143,9.5294
16,16152,1549246,184,192,2021-08-06 14:00:00,6,2021,1,1,FC Ufa,Lokomotiv Moscow,1.45741,0.449925,0.685,0.2391,0.0759,RFPL,12,9,4,3,3,6,17.2308,9.7619
17,16153,1549240,189,196,2021-08-07 14:00:00,6,2021,3,2,Zenit St. Petersburg,FC Krasnodar,0.996821,1.7075900000000002,0.1668,0.2595,0.5737,RFPL,9,19,6,4,7,7,8.0476,23.3333
18,16154,1549245,200,194,2021-08-07 14:30:00,6,2021,2,1,Arsenal Tula,Krylya Sovetov Samara,0.820357,1.9831,0.1099,0.2052,0.6849,RFPL,13,20,5,2,8,22,8.8889,33.4444
19,16155,1549241,183,263,2021-08-07 17:00:00,6,2021,1,2,Spartak Moscow,Nizhny Novgorod,1.3104799999999999,0.9036559999999999,0.4457,0.3179,0.2364,RFPL,22,5,6,3,11,0,38.125,3.1364
20,16156,1549247,257,187,2021-08-08 14:30:00,6,2021,1,1,Khimki,FC Rostov,1.1564299999999998,0.524774,0.5815,0.2959,0.1226,RFPL,11,10,3,5,12,4,18.1667,10.6957
21,16157,1549244,186,188,2021-08-08 17:00:00,6,2021,2,1,Rubin Kazan,FK Akhmat,0.411329,1.1772200000000002,0.1135,0.3034,0.5831,RFPL,10,12,5,6,2,7,13.35,7.1765
22,16158,1549242,190,185,2021-08-08 17:00:00,6,2021,2,1,Dinamo Moscow,CSKA Moscow,2.3706400000000003,0.32655,0.9074,0.0773,0.0153,RFPL,20,8,6,3,6,4,15.6154,15.6842
23,16159,1549243,236,198,2021-08-09 16:00:00,6,2021,2,0,PFC Sochi,Ural,1.68503,0.480659,0.7358,0.1999,0.0643,RFPL,14,11,2,2,8,5,14.7059,11.3846
24,16160,1549248,183,198,2021-08-14 14:30:00,6,2021,1,0,Spartak Moscow,Ural,1.1382,0.216952,0.6317,0.3098,0.0585,RFPL,12,8,6,1,11,3,7.36,10.4583
25,16161,1549255,263,184,2021-08-14 14:30:00,6,2021,1,2,Nizhny Novgorod,FC Ufa,1.6605400000000001,1.49607,0.387,0.2957,0.3173,RFPL,15,10,4,6,5,7,26.6667,12.5
26,16162,1549249,187,185,2021-08-14 17:00:00,6,2021,1,3,FC Rostov,CSKA Moscow,0.646167,1.21754,0.1749,0.2983,0.5268,RFPL,15,13,4,8,5,3,20.0,19.1875
27,16163,1549252,188,190,2021-08-14 17:00:00,6,2021,2,1,FK Akhmat,Dinamo Moscow,0.993975,0.930477,0.3686,0.324,0.3074,RFPL,8,18,4,2,1,7,4.6757,27.2
28,16164,1549251,192,189,2021-08-15 14:30:00,6,2021,1,1,Lokomotiv Moscow,Zenit St. Petersburg,1.18052,1.44212,0.2379,0.3447,0.4174,RFPL,10,12,3,4,6,5,7.8889,14.6
29,16165,1549254,186,194,2021-08-15 17:00:00,6,2021,1,1,Rubin Kazan,Krylya Sovetov Samara,0.467397,1.01432,0.1519,0.3337,0.5144,RFPL,12,10,2,4,12,4,10.5833,7.4583
30,16166,1549250,196,200,2021-08-15 17:00:00,6,2021,3,2,FC Krasnodar,Arsenal Tula,3.1636900000000003,0.904383,0.8761,0.0923,0.0316,RFPL,25,9,11,4,27,1,22.5385,13.0625
31,16167,1549253,236,257,2021-08-16 16:00:00,6,2021,3,0,PFC Sochi,Khimki,1.6570900000000002,0.46409700000000004,0.7205,0.2029,0.0766,RFPL,10,10,6,2,10,7,13.6667,29.5556
32,16169,1549257,185,188,2021-08-21 13:00:00,6,2021,2,0,CSKA Moscow,FK Akhmat,1.74445,0.283227,0.8383,0.1367,0.025,RFPL,18,6,6,0,6,2,46.0,6.5882
33,16171,1549259,200,183,2021-08-21 13:00:00,6,2021,1,1,Arsenal Tula,Spartak Moscow,0.37101999999999996,1.1299700000000001,0.1152,0.32,0.5648,RFPL,11,21,4,7,0,8,7.0,7.7083
34,16168,1549262,198,190,2021-08-21 15:00:00,6,2021,0,1,Ural,Dinamo Moscow,0.0677464,2.33137,0.005,0.0881,0.9069,RFPL,2,28,0,8,3,10,6.7727,23.6364
35,16170,1549261,184,189,2021-08-21 15:00:00,6,2021,1,1,FC Ufa,Zenit St. Petersburg,0.505235,1.9747700000000001,0.0657,0.1702,0.7641,RFPL,12,19,5,6,10,16,21.8571,20.6875
36,16175,1549256,194,236,2021-08-21 17:00:00,6,2021,1,0,Krylya Sovetov Samara,PFC Sochi,1.38581,0.292247,0.7407,0.2109,0.0484,RFPL,8,9,3,3,2,10,11.3529,69.8
37,16174,1549258,192,196,2021-08-22 13:00:00,6,2021,2,1,Lokomotiv Moscow,FC Krasnodar,0.776008,0.888149,0.2976,0.3494,0.353,RFPL,7,18,6,4,1,14,5.9375,23.2143
38,16172,1549260,263,187,2021-08-22 15:00:00,6,2021,1,2,Nizhny Novgorod,FC Rostov,0.178674,0.580155,0.0913,0.5124,0.3963,RFPL,7,14,1,4,3,2,7.6897,17.875
39,16173,1549263,257,186,2021-08-22 17:00:00,6,2021,1,1,Khimki,Rubin Kazan,1.2947899999999999,1.26265,0.3513,0.2968,0.3519,RFPL,12,14,7,6,7,3,16.1538,11.65
40,16180,1549269,184,194,2021-08-26 13:30:00,6,2021,1,2,FC Ufa,Krylya Sovetov Samara,1.49001,1.2839200000000002,0.4002,0.3166,0.2832,RFPL,21,8,3,2,9,3,17.6667,12.0
41,16183,1549265,183,236,2021-08-26 15:30:00,6,2021,1,2,Spartak Moscow,PFC Sochi,1.2674,1.01589,0.4025,0.3297,0.2678,RFPL,15,10,2,3,9,5,14.2778,12.0588
42,16178,1549268,188,200,2021-08-26 17:30:00,6,2021,2,1,FK Akhmat,Arsenal Tula,2.4422099999999998,1.00528,0.7509999999999999,0.1657,0.0833,RFPL,21,8,7,4,10,3,13.5333,4.0682
43,16179,1549264,189,185,2021-08-26 17:45:00,6,2021,1,0,Zenit St. Petersburg,CSKA Moscow,1.39361,0.43157299999999993,0.6449,0.2557,0.0994,RFPL,15,10,6,2,8,2,12.08,13.4444
44,16181,1549270,198,187,2021-08-27 13:30:00,6,2021,1,1,Ural,FC Rostov,1.24884,2.34081,0.1372,0.2011,0.6617,RFPL,10,14,3,7,9,7,14.8,7.9118
45,16177,1549271,257,263,2021-08-27 15:30:00,6,2021,1,1,Khimki,Nizhny Novgorod,2.1673,0.8877520000000001,0.7359,0.1714,0.0927,RFPL,12,13,4,3,4,5,13.6522,6.25
46,16176,1549267,190,192,2021-08-27 16:00:00,6,2021,1,1,Dinamo Moscow,Lokomotiv Moscow,1.8511900000000001,0.461417,0.7585,0.1859,0.0556,RFPL,24,6,4,3,5,4,12.9375,10.15
47,16182,1549266,196,186,2021-08-27 17:30:00,6,2021,2,0,FC Krasnodar,Rubin Kazan,1.64346,1.0449,0.5143,0.2678,0.2179,RFPL,13,15,7,7,12,0,22.5882,7.2222
48,16188,1549276,192,194,2021-09-11 11:00:00,6,2021,2,0,Lokomotiv Moscow,Krylya Sovetov Samara,2.55744,0.696732,0.8407,0.1174,0.0419,RFPL,17,18,5,6,4,5,12.2941,29.8333
49,16184,1549272,189,188,2021-09-11 13:30:00,6,2021,3,1,Zenit St. Petersburg,FK Akhmat,2.0510599999999997,0.706164,0.7322,0.1815,0.0863,RFPL,18,19,9,6,17,4,17.8824,17.1
50,16185,1549273,183,257,2021-09-11 16:00:00,6,2021,3,1,Spartak Moscow,Khimki,1.57417,0.47919700000000004,0.6791,0.2313,0.0896,RFPL,17,12,5,2,8,1,9.6154,7.8235
51,16191,1549279,200,185,2021-09-12 11:00:00,6,2021,2,2,Arsenal Tula,CSKA Moscow,1.24501,1.4678,0.2964,0.2906,0.413,RFPL,9,16,5,7,0,11,4.7222,52.2857
52,16189,1549277,236,184,2021-09-12 13:30:00,6,2021,3,1,PFC Sochi,FC Ufa,1.52252,0.310772,0.7131,0.2248,0.0621,RFPL,21,10,9,3,3,3,21.0,13.5
53,16187,1549275,190,263,2021-09-12 16:00:00,6,2021,1,2,Dinamo Moscow,Nizhny Novgorod,2.33983,1.46278,0.5978,0.2389,0.1633,RFPL,18,9,5,4,4,3,27.3636,8.4
54,16190,1549278,186,198,2021-09-13 15:30:00,6,2021,4,0,Rubin Kazan,Ural,1.6087799999999999,0.293356,0.7592,0.1923,0.0485,RFPL,15,8,6,3,4,4,7.7667,7.1364
55,16186,1549274,187,196,2021-09-13 16:30:00,6,2021,1,1,FC Rostov,FC Krasnodar,0.6049329999999999,1.40952,0.1146,0.2559,0.6295,RFPL,11,6,6,1,6,4,8.5,10.5833
56,16198,1549286,184,257,2021-09-18 11:00:00,6,2021,3,2,FC Ufa,Khimki,1.76225,2.2627200000000003,0.2575,0.242,0.5005,RFPL,13,13,8,5,11,14,10.2222,10.375
57,16192,1549280,194,187,2021-09-18 13:30:00,6,2021,4,2,Krylya Sovetov Samara,FC Rostov,1.5524200000000001,0.7647,0.5718,0.2612,0.16699999999999998,RFPL,19,12,8,5,10,6,11.2632,10.5455
58,16194,1549282,188,196,2021-09-18 16:00:00,6,2021,0,2,FK Akhmat,FC Krasnodar,0.310526,1.23157,0.0691,0.2731,0.6578,RFPL,10,11,2,2,3,5,8.125,6.9394
59,16197,1549285,263,200,2021-09-19 13:30:00,6,2021,2,3,Nizhny Novgorod,Arsenal Tula,1.8497299999999999,0.8578680000000001,0.6355,0.2205,0.14400000000000002,RFPL,15,16,11,7,4,4,13.6667,11.125
60,16195,1549283,236,190,2021-09-19 16:00:00,6,2021,0,1,PFC Sochi,Dinamo Moscow,1.5991600000000001,0.47810600000000003,0.6882,0.2226,0.0892,RFPL,23,10,7,5,11,3,12.2083,14.8889
61,16199,1549287,198,192,2021-09-20 13:30:00,6,2021,0,0,Ural,Lokomotiv Moscow,0.243876,1.06897,0.0656,0.2976,0.6368,RFPL,7,13,1,4,2,7,5.4167,8.2821
62,16196,1549284,186,189,2021-09-20 15:30:00,6,2021,1,3,Rubin Kazan,Zenit St. Petersburg,0.215112,3.0602,0.0058,0.0361,0.9581,RFPL,8,18,1,9,3,17,7.96,15.8636
63,16193,1549281,185,183,2021-09-20 16:30:00,6,2021,1,0,CSKA Moscow,Spartak Moscow,0.517386,1.02748,0.1654,0.3384,0.4962,RFPL,8,15,1,5,7,7,14.5333,9.0435
64,16206,1549294,257,192,2021-09-25 11:00:00,6,2021,0,0,Khimki,Lokomotiv Moscow,1.23454,0.423221,0.5913,0.2958,0.1129,RFPL,21,7,3,2,14,11,5.7917,7.8788
65,16200,1549288,189,194,2021-09-25 13:30:00,6,2021,2,1,Zenit St. Petersburg,Krylya Sovetov Samara,2.2006799999999997,0.386345,0.8429,0.1271,0.03,RFPL,21,9,9,5,14,2,40.7143,9.7143
66,16201,1549289,183,184,2021-09-25 16:00:00,6,2021,2,0,Spartak Moscow,FC Ufa,1.7315900000000002,0.729729,0.6322,0.237,0.1308,RFPL,19,11,10,2,4,10,9.6842,13.3125
67,16204,1549292,190,186,2021-09-26 11:00:00,6,2021,2,0,Dinamo Moscow,Rubin Kazan,1.33585,0.448428,0.6181,0.268,0.1139,RFPL,19,13,10,5,2,3,8.4091,9.6154
68,16202,1549290,187,188,2021-09-26 13:30:00,6,2021,1,2,FC Rostov,FK Akhmat,0.46297,1.95062,0.0424,0.142,0.8156,RFPL,9,15,4,7,5,5,7.1613,6.8636
69,16203,1549291,196,236,2021-09-26 16:00:00,6,2021,3,0,FC Krasnodar,PFC Sochi,3.9991,1.66495,0.8440000000000001,0.099,0.057,RFPL,20,19,8,5,6,13,7.3462,12.8571
70,16207,1549295,198,200,2021-09-27 14:00:00,6,2021,2,0,Ural,Arsenal Tula,1.4606700000000001,0.559674,0.6301,0.2547,0.1152,RFPL,13,9,6,1,7,2,6.6296,13.88
71,16205,1549293,263,185,2021-09-27 16:00:00,6,2021,0,2,Nizhny Novgorod,CSKA Moscow,0.620358,3.4291,0.0088,0.0468,0.9444,RFPL,10,10,1,5,3,11,9.25,11.4615
72,16213,1549301,186,263,2021-10-02 11:00:00,6,2021,0,1,Rubin Kazan,Nizhny Novgorod,1.109,1.12561,0.2864,0.4166,0.297,RFPL,14,12,5,4,1,2,14.3333,7.381
73,16210,1549298,190,194,2021-10-02 13:30:00,6,2021,0,1,Dinamo Moscow,Krylya Sovetov Samara,0.710726,1.21306,0.1967,0.3102,0.4931,RFPL,21,9,6,4,6,4,27.5455,8.8
74,16209,1549297,185,196,2021-10-02 16:00:00,6,2021,0,0,CSKA Moscow,FC Krasnodar,1.6505599999999998,2.08355,0.2916,0.231,0.4774,RFPL,16,33,9,5,9,9,7.2609,12.8333
75,16214,1549302,200,257,2021-10-02 16:00:00,6,2021,0,0,Arsenal Tula,Khimki,0.624591,0.389324,0.3558,0.4512,0.193,RFPL,16,8,3,2,5,8,8.2963,10.92
76,16215,1549303,184,198,2021-10-03 11:00:00,6,2021,0,1,FC Ufa,Ural,1.31439,0.43997200000000003,0.6385,0.2624,0.0991,RFPL,16,11,4,5,12,4,8.3333,6.7353
77,16208,1549296,189,236,2021-10-03 13:30:00,6,2021,1,2,Zenit St. Petersburg,PFC Sochi,0.896077,2.0157,0.1262,0.20199999999999999,0.6718,RFPL,16,17,4,5,14,13,11.3333,23.4545
78,16211,1549299,192,187,2021-10-03 16:00:00,6,2021,1,2,Lokomotiv Moscow,FC Rostov,0.581649,0.9116719999999999,0.2209,0.3588,0.4203,RFPL,8,13,6,6,12,5,10.9474,5.2917
79,16212,1549300,188,183,2021-10-03 16:00:00,6,2021,0,1,FK Akhmat,Spartak Moscow,0.226685,1.18919,0.0428,0.21899999999999997,0.7382,RFPL,8,11,1,5,8,4,7.125,13.4
80,16221,1549309,200,189,2021-10-16 11:00:00,6,2021,2,1,Arsenal Tula,Zenit St. Petersburg,0.8306459999999999,3.18221,0.0345,0.0967,0.8688,RFPL,6,26,3,9,2,19,4.2414,11.72
81,16220,1549308,186,192,2021-10-16 13:30:00,6,2021,2,2,Rubin Kazan,Lokomotiv Moscow,1.2245700000000002,1.39504,0.3213,0.2804,0.3983,RFPL,17,22,7,6,6,17,3.4483,8.069
82,16216,1549304,183,190,2021-10-16 16:00:00,6,2021,2,2,Spartak Moscow,Dinamo Moscow,1.7125299999999999,1.2016799999999999,0.5025,0.2628,0.2347,RFPL,18,8,4,2,4,3,9.5,9.7692
83,16219,1549307,236,187,2021-10-16 16:00:00,6,2021,3,2,PFC Sochi,FC Rostov,1.7490299999999999,1.15456,0.5306,0.2713,0.1981,RFPL,11,11,5,2,5,7,11.85,13.2609
84,16222,1549310,198,185,2021-10-17 11:00:00,6,2021,0,1,Ural,CSKA Moscow,0.271596,0.789006,0.1155,0.4207,0.4638,RFPL,11,17,2,5,4,7,6.0833,10.3077
85,16218,1549306,194,263,2021-10-17 13:30:00,6,2021,2,0,Krylya Sovetov Samara,Nizhny Novgorod,2.34198,1.08876,0.7390000000000001,0.2028,0.0582,RFPL,13,9,4,0,5,7,20.3846,19.8
86,16223,1549311,257,188,2021-10-17 13:30:00,6,2021,2,0,Khimki,FK Akhmat,1.4692,1.0339200000000002,0.4931,0.2724,0.2345,RFPL,10,12,3,4,6,18,6.2381,14.2143
87,16217,1549305,196,184,2021-10-17 16:00:00,6,2021,1,1,FC Krasnodar,FC Ufa,1.8954,1.08175,0.5755,0.2703,0.1542,RFPL,27,9,6,1,14,2,25.4545,7.875
88,16227,1549315,190,257,2021-10-22 16:00:00,6,2021,4,1,Dinamo Moscow,Khimki,2.71184,0.741613,0.8516,0.1128,0.0356,RFPL,18,5,8,2,8,5,21.8571,12.8571
89,16230,1549318,263,196,2021-10-23 11:00:00,6,2021,1,4,Nizhny Novgorod,FC Krasnodar,0.07666260000000001,3.5215199999999998,0.001,0.0123,0.9867,RFPL,4,21,2,10,0,18,6.64,14.65
90,16226,1549314,187,200,2021-10-23 13:30:00,6,2021,4,0,FC Rostov,Arsenal Tula,1.99075,0.178674,0.8858,0.1007,0.0135,RFPL,17,5,9,1,8,7,17.2,11.8824
91,16225,1549313,185,194,2021-10-23 16:00:00,6,2021,3,1,CSKA Moscow,Krylya Sovetov Samara,1.27705,1.7646400000000002,0.207,0.2898,0.5032,RFPL,15,12,8,5,13,11,18.2857,16.6923
92,16231,1549319,184,186,2021-10-24 11:00:00,6,2021,1,1,FC Ufa,Rubin Kazan,1.83797,0.294322,0.8403,0.1339,0.0258,RFPL,13,10,5,3,11,4,12.0,6.9259
93,16229,1549317,188,198,2021-10-24 13:30:00,6,2021,1,0,FK Akhmat,Ural,2.6411700000000002,0.38808200000000004,0.9017,0.0794,0.0189,RFPL,20,6,6,3,11,9,8.9167,9.35
94,16224,1549312,189,183,2021-10-24 16:00:00,6,2021,7,1,Zenit St. Petersburg,Spartak Moscow,5.22781,0.5876680000000001,0.9984,0.0014,0.0002,RFPL,16,16,11,4,9,5,11.0,18.125
95,16228,1549316,192,236,2021-10-25 16:00:00,6,2021,2,1,Lokomotiv Moscow,PFC Sochi,1.2274200000000002,1.09495,0.3466,0.3541,0.2993,RFPL,12,8,5,1,4,7,5.8788,7.3514
96,16232,1549320,189,190,2021-10-29 16:00:00,6,2021,4,1,Zenit St. Petersburg,Dinamo Moscow,2.58806,1.17708,0.7473,0.1738,0.0789,RFPL,14,15,7,6,8,5,8.8889,8.3889
97,16239,1549327,186,185,2021-10-30 11:00:00,6,2021,1,0,Rubin Kazan,CSKA Moscow,1.17265,0.8348110000000001,0.4534,0.3098,0.2368,RFPL,17,18,6,5,3,10,13.3333,13.7778
98,16233,1549321,183,187,2021-10-30 13:30:00,6,2021,1,1,Spartak Moscow,FC Rostov,0.895275,0.9672620000000001,0.3142,0.3268,0.359,RFPL,10,13,5,4,10,7,6.68,13.0
99,16235,1549323,263,192,2021-10-30 16:00:00,6,2021,1,2,Nizhny Novgorod,Lokomotiv Moscow,0.89755,0.786608,0.3485,0.38299999999999995,0.2685,RFPL,5,12,2,4,2,5,3.5625,18.5
100,16238,1549326,196,194,2021-10-30 16:00:00,6,2021,0,1,FC Krasnodar,Krylya Sovetov Samara,0.5661729999999999,2.15043,0.0631,0.1467,0.7902,RFPL,17,10,8,3,4,4,14.2,15.3077
101,16236,1549324,184,188,2021-10-31 11:00:00,6,2021,1,0,FC Ufa,FK Akhmat,1.32015,0.567044,0.6028,0.2753,0.1219,RFPL,8,11,4,1,6,8,7.4091,11.5556
102,16234,1549322,200,236,2021-10-31 13:30:00,6,2021,1,2,Arsenal Tula,PFC Sochi,0.663333,2.1449599999999998,0.0479,0.1456,0.8065,RFPL,13,12,4,3,10,14,10.2,14.7778
103,16237,1549325,257,198,2021-10-31 16:00:00,6,2021,0,0,Khimki,Ural,1.11544,0.715384,0.4598,0.3421,0.1981,RFPL,15,11,1,8,7,1,10.6364,6.04
104,16246,1549334,200,184,2021-11-06 11:00:00,6,2021,0,0,Arsenal Tula,FC Ufa,0.7168,0.413292,0.4043,0.4184,0.1773,RFPL,9,8,3,2,6,6,29.0909,6.1154
105,16242,1549330,194,257,2021-11-06 13:30:00,6,2021,3,0,Krylya Sovetov Samara,Khimki,1.62095,0.744149,0.627,0.2486,0.1244,RFPL,11,10,3,4,4,8,17.0625,35.25
106,16243,1549331,190,196,2021-11-06 13:30:00,6,2021,1,0,Dinamo Moscow,FC Krasnodar,0.453863,0.8280489999999999,0.1882,0.3915,0.4203,RFPL,9,19,4,6,2,11,6.7895,14.7143
107,16245,1549333,236,185,2021-11-06 16:00:00,6,2021,4,1,PFC Sochi,CSKA Moscow,3.21572,1.03439,0.8921,0.0821,0.0258,RFPL,13,13,6,6,7,9,13.4762,18.875
108,16247,1549335,198,189,2021-11-07 11:00:00,6,2021,0,0,Ural,Zenit St. Petersburg,0.43532299999999996,0.48598900000000006,0.2317,0.4842,0.2841,RFPL,10,11,2,2,4,12,12.3077,13.2
109,16241,1549329,187,186,2021-11-07 13:30:00,6,2021,5,1,FC Rostov,Rubin Kazan,3.2861,0.684249,0.9083,0.0664,0.0253,RFPL,22,18,9,7,11,6,12.4545,7.1667
110,16240,1549328,183,192,2021-11-07 16:00:00,6,2021,1,1,Spartak Moscow,Lokomotiv Moscow,0.444956,1.18269,0.1188,0.3004,0.5808,RFPL,12,12,2,2,4,7,5.6364,10.8261
111,16244,1549332,188,263,2021-11-07 16:00:00,6,2021,3,1,FK Akhmat,Nizhny Novgorod,1.6393799999999998,0.336352,0.7303,0.2099,0.0598,RFPL,24,6,10,1,19,3,13.1053,6.7188
112,16248,1549336,189,263,2021-11-19 16:00:00,6,2021,5,1,Zenit St. Petersburg,Nizhny Novgorod,4.4709699999999994,0.684394,0.9712,0.0235,0.0053,RFPL,22,7,9,3,23,2,19.75,5.3659
113,16251,1549339,194,198,2021-11-20 11:00:00,6,2021,1,1,Krylya Sovetov Samara,Ural,1.06693,1.08979,0.3365,0.3227,0.3408,RFPL,12,12,3,4,2,7,19.0769,13.6
114,16254,1549342,192,188,2021-11-20 13:30:00,6,2021,1,2,Lokomotiv Moscow,FK Akhmat,0.343351,1.68333,0.0579,0.2019,0.7402,RFPL,4,17,2,5,7,10,6.1212,10.1111
115,16250,1549338,196,183,2021-11-20 16:00:00,6,2021,2,1,FC Krasnodar,Spartak Moscow,2.04354,1.34073,0.5542,0.266,0.1798,RFPL,16,14,3,4,8,10,8.2222,5.8
116,16249,1549337,187,184,2021-11-21 11:00:00,6,2021,2,2,FC Rostov,FC Ufa,1.7615599999999998,2.41918,0.1816,0.2749,0.5435,RFPL,12,13,5,4,1,6,8.6875,6.6471
117,16252,1549340,185,257,2021-11-21 11:00:00,6,2021,0,0,CSKA Moscow,Khimki,0.11392100000000001,1.6414400000000002,0.0111,0.1194,0.8695,RFPL,5,17,1,5,5,13,11.381,15.3125
118,16253,1549341,190,200,2021-11-21 13:30:00,6,2021,5,1,Dinamo Moscow,Arsenal Tula,1.13676,0.8627,0.4142,0.3116,0.2742,RFPL,14,11,9,4,7,2,28.9167,13.4118
119,16255,1549343,236,186,2021-11-21 16:00:00,6,2021,1,2,PFC Sochi,Rubin Kazan,1.6703299999999999,0.29351700000000003,0.7345,0.2133,0.0522,RFPL,31,6,7,2,21,5,13.1053,8.2941
120,16262,1549350,198,236,2021-11-27 11:00:00,6,2021,1,1,Ural,PFC Sochi,1.42656,1.6016700000000001,0.3132,0.2679,0.4189,RFPL,20,13,6,4,10,6,7.32,7.8333
121,16257,1549345,188,187,2021-11-27 13:30:00,6,2021,2,0,FK Akhmat,FC Rostov,1.8945900000000002,0.387523,0.8145,0.1477,0.0378,RFPL,15,10,4,1,6,5,6.6087,12.2308
122,16263,1549351,257,196,2021-11-27 16:00:00,6,2021,3,3,Khimki,FC Krasnodar,0.962017,2.0756900000000003,0.1114,0.2045,0.6841,RFPL,9,14,6,8,4,17,8.88,15.3684
123,16260,1549348,263,194,2021-11-28 11:00:00,6,2021,0,0,Nizhny Novgorod,Krylya Sovetov Samara,0.23774699999999999,0.321144,0.1674,0.6204,0.2122,RFPL,2,12,0,2,2,5,11.3043,24.5714
124,16258,1549346,186,190,2021-11-28 13:30:00,6,2021,2,3,Rubin Kazan,Dinamo Moscow,1.0240200000000002,1.76365,0.1413,0.3077,0.551,RFPL,9,21,4,11,3,6,12.6111,17.8
125,16256,1549344,185,189,2021-11-28 17:00:00,6,2021,0,2,CSKA Moscow,Zenit St. Petersburg,1.35796,0.926534,0.4785,0.2967,0.2248,RFPL,11,9,5,3,12,7,14.0,25.8
126,16261,1549349,184,183,2021-11-29 14:00:00,6,2021,1,1,FC Ufa,Spartak Moscow,1.5116,1.0709899999999999,0.4693,0.353,0.1777,RFPL,8,5,4,1,5,0,5.3529,8.2069
127,16259,1549347,200,192,2021-11-29 16:00:00,6,2021,3,1,Arsenal Tula,Lokomotiv Moscow,1.55965,0.28357,0.7490000000000001,0.2023,0.0487,RFPL,11,7,7,1,6,2,4.8966,9.6207
128,16264,1549352,189,187,2021-12-03 16:00:00,6,2021,2,2,Zenit St. Petersburg,FC Rostov,1.86942,1.03126,0.5996,0.2767,0.1237,RFPL,15,6,3,3,10,3,34.375,4.9412
129,16266,1549354,194,185,2021-12-04 11:00:00,6,2021,0,1,Krylya Sovetov Samara,CSKA Moscow,1.67472,1.65577,0.3796,0.2598,0.3606,RFPL,20,11,7,6,6,3,10.85,33.0
