Unnamed: 0,id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
132,9079,1293970,196,184,2018-12-09 13:30:00,6,2018,1,1,FC Krasnodar,FC Ufa,1.68232,0.446641,0.7168,0.2051,0.0781,RFPL,26,6,3,2,14,2,25.8571,4.7
133,9077,1293964,189,186,2018-12-09 16:00:00,6,2018,1,2,Zenit St. Petersburg,Rubin Kazan,1.51039,1.30623,0.3752,0.3599,0.2649,RFPL,20,6,4,3,8,2,16.2105,4.4667
134,9076,1293961,188,200,2018-12-10 16:30:00,6,2018,2,0,FK Akhmat,Arsenal Tula,2.33412,0.439316,0.8751,0.1003,0.0246,RFPL,19,10,7,1,5,1,11.3043,5.7568
135,9088,1293848,199,193,2019-03-01 13:30:00,6,2018,0,1,FC Orenburg,Anzhi Makhachkala,1.13185,0.257685,0.6011,0.3194,0.0795,RFPL,22,4,2,2,8,0,10.4167,6.1154
136,9085,1293839,198,189,2019-03-02 08:30:00,6,2018,0,1,Ural,Zenit St. Petersburg,0.24714,1.50975,0.0543,0.2156,0.7301,RFPL,8,15,3,7,2,8,13.2941,9.3462
137,9083,1293833,200,185,2019-03-02 11:00:00,6,2018,2,0,Arsenal Tula,CSKA Moscow,1.26872,0.48832600000000004,0.634,0.2662,0.0998,RFPL,11,9,6,3,2,7,6.2174,14.12
138,9081,1293827,192,194,2019-03-02 13:30:00,6,2018,2,2,Lokomotiv Moscow,Krylya Sovetov Samara,1.15602,0.494145,0.5413,0.3111,0.1476,RFPL,15,8,5,3,6,1,17.2,5.5
139,9084,1293836,186,188,2019-03-02 16:00:00,6,2018,1,0,Rubin Kazan,FK Akhmat,1.00758,0.204848,0.6217,0.315,0.0633,RFPL,9,8,4,4,5,2,12.125,10.4815
140,9086,1293842,184,190,2019-03-03 08:30:00,6,2018,1,2,FC Ufa,Dinamo Moscow,0.770885,1.50425,0.1649,0.2783,0.5568,RFPL,7,16,3,7,1,7,3.9286,13.1579
141,9082,1293830,226,187,2019-03-03 11:00:00,6,2018,1,1,FC Yenisey Krasnoyarsk,FC Rostov,0.204402,0.719445,0.0945,0.439,0.4665,RFPL,8,15,1,2,4,0,13.7059,18.7143
142,9087,1293845,183,196,2019-03-03 16:00:00,6,2018,1,1,Spartak Moscow,FC Krasnodar,0.9433809999999999,0.912565,0.3468,0.3204,0.3328,RFPL,19,18,3,3,7,5,8.1538,11.5667
143,9089,1293851,194,226,2019-03-09 11:00:00,6,2018,4,0,Krylya Sovetov Samara,FC Yenisey Krasnoyarsk,4.36731,0.204488,0.995,0.0045,0.0005,RFPL,22,5,10,1,6,1,10.2609,9.7727
144,9091,1293857,185,186,2019-03-09 13:30:00,6,2018,3,0,CSKA Moscow,Rubin Kazan,2.92347,0.455363,0.9037,0.0762,0.0201,RFPL,22,8,10,3,18,3,9.7,9.25
145,9090,1293854,187,200,2019-03-10 11:00:00,6,2018,0,0,FC Rostov,Arsenal Tula,0.775478,0.22713899999999998,0.4893,0.4136,0.0971,RFPL,11,6,3,3,1,3,19.9167,7.1481
146,9093,1293863,189,184,2019-03-10 13:30:00,6,2018,2,1,Zenit St. Petersburg,FC Ufa,1.35032,0.7230850000000001,0.5311,0.2884,0.1805,RFPL,14,13,5,3,4,4,13.7727,13.6
147,9094,1293866,190,183,2019-03-10 16:00:00,6,2018,0,1,Dinamo Moscow,Spartak Moscow,0.5636399999999999,0.957899,0.1912,0.3388,0.47,RFPL,12,10,1,5,11,3,5.2273,4.9333
148,9096,1293872,193,192,2019-03-10 18:00:00,6,2018,0,2,Anzhi Makhachkala,Lokomotiv Moscow,0.331727,2.94502,0.0119,0.057,0.9311,RFPL,6,22,1,9,4,11,4.5429,9.9231
149,9092,1293860,188,198,2019-03-11 14:30:00,6,2018,1,1,FK Akhmat,Ural,1.84705,0.668585,0.7136,0.2011,0.0853,RFPL,20,11,8,3,4,5,14.0,5.2632
150,9095,1293869,196,199,2019-03-11 16:30:00,6,2018,2,2,FC Krasnodar,FC Orenburg,2.3311900000000003,0.622718,0.8142,0.1348,0.051,RFPL,24,12,9,3,14,6,18.8235,8.8421
151,9097,1293876,193,194,2019-03-15 16:30:00,6,2018,0,2,Anzhi Makhachkala,Krylya Sovetov Samara,0.312381,1.5237100000000001,0.044000000000000004,0.1821,0.7739,RFPL,10,9,1,5,1,6,8.84,18.6
152,9103,1293900,199,190,2019-03-16 08:30:00,6,2018,1,0,FC Orenburg,Dinamo Moscow,1.1428,2.2016,0.1491,0.2078,0.6431,RFPL,10,21,3,2,11,14,4.56,15.9286
153,9100,1293888,198,185,2019-03-16 11:00:00,6,2018,0,1,Ural,CSKA Moscow,0.443751,0.9638530000000001,0.1612,0.3569,0.4819,RFPL,10,19,4,3,3,12,4.7333,13.75
154,9098,1293880,186,187,2019-03-16 13:30:00,6,2018,0,2,Rubin Kazan,FC Rostov,0.679596,1.29263,0.1752,0.2908,0.534,RFPL,8,11,2,3,20,2,13.85,13.7273
155,9099,1293884,200,226,2019-03-16 16:00:00,6,2018,2,0,Arsenal Tula,FC Yenisey Krasnoyarsk,0.5286069999999999,1.50763,0.0853,0.2215,0.6932,RFPL,14,10,2,1,5,3,7.4762,10.5625
156,9101,1293892,184,188,2019-03-17 11:00:00,6,2018,0,1,FC Ufa,FK Akhmat,0.592672,1.03189,0.19,0.3357,0.4743,RFPL,18,11,1,5,5,4,16.8889,5.9355
157,9104,1293904,192,196,2019-03-17 13:30:00,6,2018,1,0,Lokomotiv Moscow,FC Krasnodar,2.13072,0.34657,0.8732,0.1075,0.0193,RFPL,18,5,6,3,10,4,7.4615,14.3913
158,9102,1293896,183,189,2019-03-17 16:00:00,6,2018,1,1,Spartak Moscow,Zenit St. Petersburg,2.0275,0.9541700000000001,0.6691,0.2114,0.1195,RFPL,14,8,6,1,8,8,5.6944,4.9259
159,9105,1293908,194,200,2019-03-29 15:30:00,6,2018,0,1,Krylya Sovetov Samara,Arsenal Tula,0.883228,1.44987,0.2052,0.2725,0.5223,RFPL,15,16,2,6,4,8,12.0,7.4667
160,9107,1293916,226,186,2019-03-30 08:30:00,6,2018,1,1,FC Yenisey Krasnoyarsk,Rubin Kazan,0.9657950000000001,0.34663499999999997,0.6045,0.314,0.0815,RFPL,7,8,1,1,6,7,5.8857,14.5789
161,9111,1293930,190,192,2019-03-30 11:00:00,6,2018,0,1,Dinamo Moscow,Lokomotiv Moscow,0.9347540000000001,1.1451,0.2426,0.3488,0.4086,RFPL,10,11,4,6,4,6,6.84,4.3333
162,9109,1293924,188,183,2019-03-30 13:30:00,6,2018,1,3,FK Akhmat,Spartak Moscow,0.6748930000000001,1.7571400000000001,0.0914,0.2169,0.6917,RFPL,16,7,4,6,5,11,11.5,11.84
163,9106,1293912,187,198,2019-03-30 16:00:00,6,2018,2,1,FC Rostov,Ural,0.977885,0.376372,0.5186,0.3459,0.1355,RFPL,13,10,5,3,13,2,8.65,14.375
164,9110,1293927,189,199,2019-03-31 12:00:00,6,2018,3,1,Zenit St. Petersburg,FC Orenburg,1.93845,0.937559,0.6571,0.2199,0.12300000000000001,RFPL,18,8,5,1,9,1,13.9333,5.6522
165,9108,1293920,185,184,2019-03-31 13:30:00,6,2018,2,2,CSKA Moscow,FC Ufa,1.75456,0.85711,0.6197,0.2428,0.1375,RFPL,19,8,4,2,11,4,10.7826,12.2727
166,9112,1293933,196,193,2019-03-31 16:00:00,6,2018,5,0,FC Krasnodar,Anzhi Makhachkala,5.16488,0.0821372,0.9994,0.0006,0.0,RFPL,29,3,9,0,19,3,31.4286,6.1364
167,9065,1293931,199,194,2019-04-03 15:00:00,6,2018,3,1,FC Orenburg,Krylya Sovetov Samara,1.33274,2.47748,0.1105,0.1994,0.6901,RFPL,11,14,3,5,5,4,4.4483,15.4118
168,9120,1293957,193,190,2019-04-06 12:00:00,6,2018,1,1,Anzhi Makhachkala,Dinamo Moscow,0.531895,2.80375,0.0276,0.0957,0.8767,RFPL,8,34,1,9,1,19,5.9643,9.9
169,9113,1293936,196,194,2019-04-06 14:30:00,6,2018,1,0,FC Krasnodar,Krylya Sovetov Samara,1.9032099999999998,1.01567,0.6234,0.2314,0.1452,RFPL,11,15,5,3,8,11,12.3913,7.7391
170,9117,1293948,183,185,2019-04-06 17:00:00,6,2018,0,2,Spartak Moscow,CSKA Moscow,1.08112,2.3397,0.1239,0.1819,0.6942,RFPL,13,18,6,6,8,16,7.1143,7.25
171,9114,1293939,184,187,2019-04-07 09:30:00,6,2018,1,0,FC Ufa,FC Rostov,0.982582,0.5558109999999999,0.4819,0.345,0.1731,RFPL,9,15,5,4,1,6,10.7333,9.4348
172,9115,1293942,198,226,2019-04-07 12:00:00,6,2018,3,2,Ural,FC Yenisey Krasnoyarsk,2.33115,2.31363,0.3612,0.3113,0.3275,RFPL,21,13,7,5,5,3,10.3684,14.6
173,9116,1293945,186,200,2019-04-07 14:30:00,6,2018,0,0,Rubin Kazan,Arsenal Tula,0.5894119999999999,0.385177,0.3357,0.4683,0.196,RFPL,11,10,6,2,3,2,9.2609,8.9412
174,9119,1293954,192,189,2019-04-07 17:00:00,6,2018,1,1,Lokomotiv Moscow,Zenit St. Petersburg,0.44108,1.13404,0.1383,0.3155,0.5462,RFPL,12,16,2,3,7,7,7.4231,6.4783
175,9118,1293951,199,188,2019-04-08 15:00:00,6,2018,1,3,FC Orenburg,FK Akhmat,0.947378,1.1970299999999998,0.28,0.3092,0.4108,RFPL,14,19,5,5,10,11,26.75,8.9231
176,9121,1293960,194,186,2019-04-12 16:30:00,6,2018,1,0,Krylya Sovetov Samara,Rubin Kazan,0.549621,0.548237,0.2799,0.4378,0.2823,RFPL,10,12,2,5,9,2,14.75,5.8788
177,9123,1293966,226,184,2019-04-13 09:30:00,6,2018,0,0,FC Yenisey Krasnoyarsk,FC Ufa,0.70598,1.8677099999999998,0.0694,0.2022,0.7284,RFPL,9,15,2,5,13,9,14.2778,12.0
178,9124,1293969,200,198,2019-04-13 12:00:00,6,2018,0,0,Arsenal Tula,Ural,2.34193,1.6513799999999998,0.5344,0.2408,0.2248,RFPL,22,8,7,6,5,3,17.3125,5.625
179,9125,1293972,185,199,2019-04-13 12:00:00,6,2018,2,3,CSKA Moscow,FC Orenburg,1.57161,1.33191,0.4198,0.2829,0.2973,RFPL,19,15,6,7,6,9,6.9333,9.15
180,9126,1293974,188,192,2019-04-13 17:30:00,6,2018,1,3,FK Akhmat,Lokomotiv Moscow,0.621722,1.64265,0.1148,0.2261,0.6591,RFPL,13,18,4,6,5,7,9.0,13.3333
181,9128,1293976,190,196,2019-04-14 12:00:00,6,2018,1,1,Dinamo Moscow,FC Krasnodar,0.540879,2.05317,0.0437,0.1458,0.8105,RFPL,14,12,4,5,5,9,6.2917,10.5
182,9127,1293975,189,193,2019-04-14 14:30:00,6,2018,5,0,Zenit St. Petersburg,Anzhi Makhachkala,3.56344,0.41104399999999996,0.971,0.0259,0.0031,RFPL,27,2,12,1,20,1,17.5625,11.4167
183,9122,1293963,187,183,2019-04-14 17:00:00,6,2018,2,1,FC Rostov,Spartak Moscow,0.9492430000000001,1.2092,0.2563,0.3204,0.4233,RFPL,8,14,3,3,4,8,5.3529,16.6842
184,9135,1293983,193,188,2019-04-19 17:30:00,6,2018,0,1,Anzhi Makhachkala,FK Akhmat,0.360564,0.853618,0.1395,0.3837,0.4768,RFPL,8,16,1,7,2,1,11.0333,10.4839
185,9132,1293980,184,200,2019-04-20 09:30:00,6,2018,1,2,FC Ufa,Arsenal Tula,1.06723,1.22614,0.2979,0.3067,0.3954,RFPL,13,15,3,5,8,5,18.5455,4.1111
186,9130,1293978,199,187,2019-04-20 12:00:00,6,2018,3,0,FC Orenburg,FC Rostov,1.09349,0.300724,0.5877,0.3178,0.0945,RFPL,10,13,4,6,4,12,9.25,7.8148
187,9129,1293977,190,194,2019-04-20 14:30:00,6,2018,1,0,Dinamo Moscow,Krylya Sovetov Samara,0.484811,0.135033,0.354,0.5668,0.0792,RFPL,11,2,3,0,4,2,7.24,10.8095
188,9134,1293982,192,185,2019-04-20 17:00:00,6,2018,1,1,Lokomotiv Moscow,CSKA Moscow,1.27918,0.725716,0.5171,0.2938,0.1891,RFPL,14,16,6,1,13,12,10.52,11.2609
189,9136,1293984,196,189,2019-04-20 19:00:00,6,2018,2,3,FC Krasnodar,Zenit St. Petersburg,2.10379,2.4445200000000002,0.3104,0.2346,0.455,RFPL,21,25,6,10,11,8,10.4,6.8571
190,9133,1293981,198,186,2019-04-21 14:30:00,6,2018,2,1,Ural,Rubin Kazan,0.904602,1.99131,0.1177,0.203,0.6793,RFPL,17,12,6,5,3,8,12.4211,9.963
191,9131,1293979,183,226,2019-04-21 17:00:00,6,2018,2,0,Spartak Moscow,FC Yenisey Krasnoyarsk,1.47233,0.17498699999999998,0.7535,0.2131,0.0334,RFPL,24,6,6,0,13,2,16.5,8.5455
192,9141,1293829,188,196,2019-04-24 17:00:00,6,2018,1,1,FK Akhmat,FC Krasnodar,0.930041,1.15101,0.2459,0.327,0.4271,RFPL,16,8,7,3,3,6,7.2,28.9
193,9144,1293838,187,192,2019-04-24 17:00:00,6,2018,1,2,FC Rostov,Lokomotiv Moscow,1.3087,1.97717,0.2079,0.2608,0.5313,RFPL,11,15,3,5,3,7,7.3333,9.6842
194,9139,1293823,186,184,2019-04-24 17:30:00,6,2018,1,1,Rubin Kazan,FC Ufa,0.424436,0.280005,0.2868,0.5489,0.1643,RFPL,10,8,2,1,2,3,11.2273,14.3571
195,9140,1293826,185,193,2019-04-24 17:30:00,6,2018,2,0,CSKA Moscow,Anzhi Makhachkala,2.0741,0.534659,0.7538,0.1755,0.0707,RFPL,23,9,7,4,23,3,66.2,9.4667
196,9142,1293832,189,190,2019-04-24 19:00:00,6,2018,2,0,Zenit St. Petersburg,Dinamo Moscow,2.1556599999999997,0.45709799999999995,0.8629,0.1184,0.0187,RFPL,17,9,5,3,10,1,20.6429,9.6667
197,9137,1293985,226,199,2019-04-25 14:00:00,6,2018,2,1,FC Yenisey Krasnoyarsk,FC Orenburg,1.6186200000000002,0.629421,0.6627,0.2459,0.0914,RFPL,15,8,5,2,9,6,9.2609,8.3478
198,9143,1293835,194,198,2019-04-25 16:30:00,6,2018,0,1,Krylya Sovetov Samara,Ural,0.9159149999999999,1.75758,0.1346,0.2568,0.6086,RFPL,12,13,4,4,7,5,19.6429,6.963
199,9138,1293986,200,183,2019-04-25 18:30:00,6,2018,3,0,Arsenal Tula,Spartak Moscow,1.7498599999999997,0.680616,0.6792,0.2315,0.0893,RFPL,10,11,6,4,6,5,7.0667,18.0
200,9146,1293844,193,187,2019-04-27 14:30:00,6,2018,1,1,Anzhi Makhachkala,FC Rostov,0.923193,1.4927700000000002,0.1996,0.3029,0.4975,RFPL,11,21,5,7,7,6,18.2857,7.24
201,9152,1293862,190,188,2019-04-27 17:00:00,6,2018,0,0,Dinamo Moscow,FK Akhmat,0.758146,0.343873,0.4434,0.4096,0.147,RFPL,13,10,3,1,6,0,11.8889,9.6667
202,9150,1293856,184,198,2019-04-28 09:30:00,6,2018,4,1,FC Ufa,Ural,3.52964,0.885553,0.9185,0.0602,0.0213,RFPL,21,12,11,4,6,0,12.9333,11.65
203,9147,1293847,192,226,2019-04-28 12:00:00,6,2018,2,1,Lokomotiv Moscow,FC Yenisey Krasnoyarsk,1.42064,1.24675,0.3626,0.3351,0.3023,RFPL,22,9,6,3,11,15,9.5238,6.5313
204,9145,1293841,189,194,2019-04-28 14:30:00,6,2018,4,2,Zenit St. Petersburg,Krylya Sovetov Samara,4.09161,1.19854,0.9295,0.0532,0.0173,RFPL,14,13,6,4,14,7,14.8571,8.1071
205,9151,1293859,196,185,2019-04-28 17:00:00,6,2018,2,0,FC Krasnodar,CSKA Moscow,1.5333,0.785998,0.5896,0.249,0.1614,RFPL,12,23,4,4,7,16,6.3913,13.1429
206,9148,1293850,199,200,2019-04-29 15:00:00,6,2018,1,1,FC Orenburg,Arsenal Tula,1.89336,0.740761,0.6759999999999999,0.2242,0.0998,RFPL,16,12,3,3,8,3,8.7222,9.2174
207,9149,1293853,183,186,2019-04-29 17:30:00,6,2018,1,1,Spartak Moscow,Rubin Kazan,1.1143399999999999,1.3919700000000002,0.2836,0.2796,0.4368,RFPL,22,12,4,4,3,6,7.7568,8.1875
208,9155,1293871,226,193,2019-05-03 12:00:00,6,2018,3,1,FC Yenisey Krasnoyarsk,Anzhi Makhachkala,1.46955,1.0805799999999999,0.4464,0.3035,0.2501,RFPL,15,13,8,1,9,5,12.375,4.7895
209,9157,1293878,186,199,2019-05-03 14:30:00,6,2018,2,0,Rubin Kazan,FC Orenburg,1.4622899999999999,0.46233,0.6968,0.2212,0.08199999999999999,RFPL,15,14,3,4,5,4,13.6875,16.1765
210,9158,1293882,198,183,2019-05-04 12:00:00,6,2018,0,1,Ural,Spartak Moscow,1.47842,1.52085,0.3296,0.316,0.3544,RFPL,13,16,8,9,5,6,9.8636,9.4615
211,9160,1293890,188,189,2019-05-04 14:30:00,6,2018,1,1,FK Akhmat,Zenit St. Petersburg,0.503732,1.67829,0.0925,0.2141,0.6934,RFPL,16,12,3,4,9,8,11.0455,15.5556
212,9156,1293874,200,192,2019-05-04 17:00:00,6,2018,2,0,Arsenal Tula,Lokomotiv Moscow,0.568376,0.680991,0.251,0.4124,0.3366,RFPL,9,13,2,3,3,4,5.8846,11.6842
213,9153,1293865,194,184,2019-05-05 12:00:00,6,2018,1,1,Krylya Sovetov Samara,FC Ufa,0.580961,0.422097,0.3221,0.46299999999999997,0.2149,RFPL,14,9,3,2,1,11,8.3333,10.75
214,9159,1293886,185,190,2019-05-05 14:30:00,6,2018,2,2,CSKA Moscow,Dinamo Moscow,0.898059,1.43623,0.2092,0.2652,0.5256,RFPL,19,12,11,4,8,2,11.1905,10.7143
215,9154,1293868,187,196,2019-05-05 17:00:00,6,2018,1,1,FC Rostov,FC Krasnodar,0.502951,2.15485,0.0428,0.1427,0.8145,RFPL,13,13,4,6,7,6,5.4231,26.8182
216,9166,1293914,199,198,2019-05-10 09:30:00,6,2018,2,2,FC Orenburg,Ural,2.0486,1.1613200000000001,0.5975,0.2352,0.1673,RFPL,18,15,5,5,8,4,12.5625,12.0556
217,9162,1293898,190,187,2019-05-10 12:00:00,6,2018,0,0,Dinamo Moscow,FC Rostov,1.33059,0.108324,0.7184,0.2547,0.0269,RFPL,25,4,8,2,13,4,14.9333,8.5714
218,9164,1293906,193,200,2019-05-10 14:30:00,6,2018,0,1,Anzhi Makhachkala,Arsenal Tula,0.217792,1.6843,0.0217,0.1456,0.8327,RFPL,6,16,4,4,2,8,8.6071,14.2727
219,9165,1293910,192,186,2019-05-10 17:00:00,6,2018,4,0,Lokomotiv Moscow,Rubin Kazan,2.76163,1.01756,0.8115,0.1384,0.0501,RFPL,14,10,5,2,12,5,12.75,12.3043
220,9056,1293897,226,196,2019-05-11 12:00:00,6,2018,0,4,FC Yenisey Krasnoyarsk,FC Krasnodar,0.753447,4.17557,0.0119,0.0402,0.9479,RFPL,10,29,3,12,5,25,8.3462,17.5
221,9161,1293894,188,194,2019-05-11 14:30:00,6,2018,2,1,FK Akhmat,Krylya Sovetov Samara,1.5558299999999998,1.53901,0.3615,0.2681,0.3704,RFPL,15,11,7,5,7,4,9.32,13.9565
222,9167,1293918,183,184,2019-05-12 14:30:00,6,2018,1,0,Spartak Moscow,FC Ufa,1.12398,0.9678680000000001,0.3878,0.307,0.3052,RFPL,16,13,5,1,6,3,9.75,14.0
223,9168,1293922,189,185,2019-05-12 17:00:00,6,2018,3,1,Zenit St. Petersburg,CSKA Moscow,1.1950399999999999,0.7484350000000001,0.5105,0.3063,0.1832,RFPL,11,17,5,4,11,9,8.3043,7.4
224,9175,1293944,184,199,2019-05-18 11:00:00,6,2018,0,2,FC Ufa,FC Orenburg,0.299906,1.25986,0.0701,0.2643,0.6656,RFPL,12,9,2,5,4,6,16.7333,8.9167
225,9176,1293947,185,188,2019-05-18 13:30:00,6,2018,1,0,CSKA Moscow,FK Akhmat,1.3276700000000001,0.505942,0.6312,0.2707,0.0981,RFPL,11,8,7,2,9,7,12.5789,8.3548
226,9169,1293926,194,183,2019-05-18 16:00:00,6,2018,1,2,Krylya Sovetov Samara,Spartak Moscow,1.31665,1.30241,0.3378,0.322,0.3402,RFPL,16,9,2,3,4,5,8.5238,5.1111
227,9174,1293941,198,192,2019-05-19 08:30:00,6,2018,2,2,Ural,Lokomotiv Moscow,0.820168,1.43832,0.156,0.3017,0.5423,RFPL,13,19,3,9,2,7,7.0833,9.25
228,9171,1293932,226,190,2019-05-19 11:00:00,6,2018,2,2,FC Yenisey Krasnoyarsk,Dinamo Moscow,1.06877,2.75632,0.0562,0.1411,0.8027,RFPL,6,22,4,9,4,7,11.3043,13.2727
229,9172,1293935,200,196,2019-05-19 13:30:00,6,2018,0,3,Arsenal Tula,FC Krasnodar,0.719909,2.1135,0.1035,0.183,0.7135,RFPL,14,21,3,6,10,13,5.0833,13.75
230,9170,1293929,187,189,2019-05-19 16:00:00,6,2018,1,0,FC Rostov,Zenit St. Petersburg,1.8243,0.0719818,0.915,0.0793,0.0057,RFPL,14,3,4,2,6,1,9.9474,11.6667
231,9173,1293938,186,193,2019-05-20 16:00:00,6,2018,0,0,Rubin Kazan,Anzhi Makhachkala,0.745119,0.34325900000000004,0.4508,0.4166,0.1326,RFPL,9,4,3,1,7,1,36.2222,9.0667
232,9177,1293950,185,194,2019-05-26 11:00:00,6,2018,6,0,CSKA Moscow,Krylya Sovetov Samara,4.33419,0.736405,0.9704,0.0238,0.0058,RFPL,20,9,11,1,18,3,14.5333,8.6296
233,9178,1293953,188,187,2019-05-26 11:00:00,6,2018,1,0,FK Akhmat,FC Rostov,0.44638999999999995,0.592324,0.2123,0.4504,0.3373,RFPL,8,8,1,1,4,6,9.4074,10.8095
234,9179,1293956,189,226,2019-05-26 11:00:00,6,2018,4,1,Zenit St. Petersburg,FC Yenisey Krasnoyarsk,2.97459,0.7508239999999999,0.878,0.0922,0.0298,RFPL,17,15,5,4,19,8,13.7059,15.5
235,9180,1293959,190,200,2019-05-26 11:00:00,6,2018,3,3,Dinamo Moscow,Arsenal Tula,2.18574,0.9958940000000001,0.7222,0.223,0.0548,RFPL,20,12,9,3,7,3,11.3684,7.56
236,9181,1293962,196,186,2019-05-26 11:00:00,6,2018,1,0,FC Krasnodar,Rubin Kazan,1.8058400000000001,0.351711,0.7626,0.1828,0.0546,RFPL,24,10,7,4,15,5,11.56,7.037
237,9182,1293965,193,198,2019-05-26 11:00:00,6,2018,0,2,Anzhi Makhachkala,Ural,0.713663,0.78925,0.2887,0.3666,0.3447,RFPL,14,12,5,5,9,2,11.1053,14.6316
238,9183,1293968,192,184,2019-05-26 11:00:00,6,2018,1,0,Lokomotiv Moscow,FC Ufa,1.47519,0.17810399999999998,0.8045,0.1709,0.0246,RFPL,14,3,7,1,5,5,8.7391,9.375
239,9184,1293971,199,183,2019-05-26 11:00:00,6,2018,2,0,FC Orenburg,Spartak Moscow,1.93278,0.836699,0.5675,0.2685,0.16399999999999998,RFPL,14,17,9,7,3,10,12.6667,15.8
0,11023,1374920,200,190,2019-07-12 17:00:00,6,2019,1,1,Arsenal Tula,Dinamo Moscow,1.50584,0.9734309999999999,0.5227,0.2713,0.20600000000000002,RFPL,18,15,2,6,4,5,10.4,8.9474
1,11024,1374922,198,184,2019-07-13 13:30:00,6,2019,3,2,Ural,FC Ufa,1.21141,1.6528200000000002,0.2369,0.2746,0.4885,RFPL,13,15,8,4,2,6,13.2667,9.6
2,11025,1374916,183,236,2019-07-13 16:00:00,6,2019,1,0,Spartak Moscow,PFC Sochi,0.892691,1.8067400000000002,0.1289,0.2366,0.6345,RFPL,15,16,5,5,2,3,8.4474,8.0952
3,11026,1374917,187,199,2019-07-13 18:30:00,6,2019,2,1,FC Rostov,FC Orenburg,0.7687189999999999,0.704867,0.3289,0.3732,0.2979,RFPL,12,11,4,1,12,6,15.3333,9.1818
4,11027,1374921,194,185,2019-07-14 13:30:00,6,2019,2,0,Krylya Sovetov Samara,CSKA Moscow,1.20929,0.9491879999999999,0.4487,0.3067,0.2446,RFPL,9,19,6,2,5,11,5.8696,18.4286
5,11028,1374915,189,237,2019-07-14 16:00:00,6,2019,2,1,Zenit St. Petersburg,FC Tambov,1.36875,0.316317,0.6885,0.242,0.0695,RFPL,12,7,6,3,8,6,12.7586,8.5385
6,11029,1374919,188,196,2019-07-14 18:30:00,6,2019,1,0,FK Akhmat,FC Krasnodar,2.16377,1.03562,0.6723,0.2039,0.1238,RFPL,13,17,6,3,5,12,5.4138,10.1538
7,11030,1374918,192,186,2019-07-15 17:00:00,6,2019,1,1,Lokomotiv Moscow,Rubin Kazan,2.41852,1.1723700000000001,0.701,0.1842,0.1148,RFPL,16,15,4,5,9,6,13.1818,8.2162
8,11031,1374929,184,196,2019-07-20 11:00:00,6,2019,2,3,FC Ufa,FC Krasnodar,1.12735,1.7705,0.2174,0.2449,0.5377,RFPL,14,24,4,5,4,14,2.84,19.75
9,11032,1374928,194,200,2019-07-20 13:30:00,6,2019,2,3,Krylya Sovetov Samara,Arsenal Tula,1.16054,1.24534,0.3283,0.3122,0.3595,RFPL,10,19,4,7,3,4,9.6957,11.9
10,11033,1374924,185,199,2019-07-20 16:00:00,6,2019,2,1,CSKA Moscow,FC Orenburg,1.5124799999999998,0.784283,0.5471,0.278,0.1749,RFPL,20,7,5,2,10,2,18.5,7.6818
11,11034,1374923,187,183,2019-07-20 18:30:00,6,2019,2,2,FC Rostov,Spartak Moscow,2.57037,1.78371,0.5713,0.21600000000000003,0.2127,RFPL,18,15,7,4,12,7,7.2609,10.1
12,11035,1374930,198,188,2019-07-21 11:00:00,6,2019,3,0,Ural,FK Akhmat,2.44508,1.42343,0.6462,0.2113,0.1425,RFPL,15,14,7,1,5,3,8.3913,10.6667
13,11036,1374926,192,237,2019-07-21 13:30:00,6,2019,2,1,Lokomotiv Moscow,FC Tambov,1.17162,0.767953,0.4541,0.3209,0.225,RFPL,17,9,6,2,6,5,13.0,7.0
14,11037,1374925,190,186,2019-07-21 16:00:00,6,2019,0,1,Dinamo Moscow,Rubin Kazan,2.51832,1.23967,0.6869,0.1898,0.1233,RFPL,25,12,6,4,9,1,20.2727,6.6364
15,11038,1374927,236,189,2019-07-21 18:30:00,6,2019,0,2,PFC Sochi,Zenit St. Petersburg,0.45196499999999995,3.4953199999999995,0.0084,0.0327,0.9589,RFPL,8,19,1,5,7,11,15.9286,18.2353
16,11039,1374934,190,198,2019-07-26 17:00:00,6,2019,2,0,Dinamo Moscow,Ural,1.6963599999999999,0.651191,0.6521,0.2311,0.1168,RFPL,18,13,7,2,10,4,9.4737,8.5161
17,11040,1374937,184,194,2019-07-27 11:00:00,6,2019,2,1,FC Ufa,Krylya Sovetov Samara,0.93685,0.947916,0.3227,0.3375,0.3398,RFPL,8,14,5,3,4,12,8.4737,18.2778
18,11041,1374932,237,183,2019-07-27 13:30:00,6,2019,2,0,FC Tambov,Spartak Moscow,1.73925,0.8426379999999999,0.6281,0.2312,0.1407,RFPL,9,23,5,4,4,9,7.8,9.087
19,11042,1374931,196,236,2019-07-27 16:00:00,6,2019,3,0,FC Krasnodar,PFC Sochi,2.78278,0.636108,0.8688,0.0947,0.0365,RFPL,22,14,9,5,8,4,14.5455,8.1176
20,11043,1374938,199,189,2019-07-28 11:00:00,6,2019,0,2,FC Orenburg,Zenit St. Petersburg,1.95859,2.0503299999999998,0.3444,0.2616,0.39399999999999996,RFPL,19,14,4,4,7,12,15.2727,13.087
